"X.node","identifier","uniprot_id","id","protein_name","node_degree"
"RP20_CCG016454","7160.A0A182GVG6","A0A182GVG6","aalb:109416088","ARFGAP2",6
"RP20_CCG016461","7160.A0A182GVH2","A0A182GVH2","aalb:109428100","A0A182GVH2",0
"RP20_CCG016546","7160.A0A182GVL4","A0A182GVL4","aalb:109410007","A0A182GVL4",1
"RP20_CCG016583","7160.A0A182GVN2","A0A182GVN2","aalb:109411230","RCOR3",5
"RP20_CCG016956","7160.A0A182GWA7","A0A182GWA7","aalb:109426524","A0A182GWA7",1
"RP20_CCG017036","7160.A0A182GWG4","A0A182GWG4","aalb:109415232","A0A182GWG4",1
"RP20_CCG017225","7160.A0A182GWS6","A0A182GWS6","aalb:109398554","A0A182GWS6",0
"RP20_CCG017449","7160.A0A023EDY3","A0A023EDY3","aalb:115257235","A0A023EDY3",0
"RP20_CCG017552","7160.A0A182GXE6","A0A182GXE6","aalb:109406368","A0A182GXE6",0
"RP20_CCG017656","7160.A0A182GXK9","A0A182GXK9","aalb:109412588","A0A182GXK9",2
"RP20_CCG017904","7160.A0A182GY18","A0A182GY18","aalb:115253498","SON",1
"RP20_CCG017917","7160.A0A182GY22","A0A182GY22","aalb:109432365","A0A182GY22",0
"RP20_CCG017953","7160.A0A182GY39","A0A182GY39","aalb:109406979","A0A182GY39",0
"RP20_CCG018204","7160.A0A182GYJ6","A0A182GYJ6","aalb:109401541","A0A182GYJ6",2
"RP20_CCG018227","7160.A0A182GYL1","A0A182GYL1","aalb:109415419","A0A182GYL1",1
"RP20_CCG018278","7160.A0A182GYP6","A0A182GYP6","aalb:115271020","A0A182GYP6",0
"RP20_CCG018290","7160.A0A182GYQ8","A0A182GYQ8","aalb:109424811","ME1",1
"RP20_CCG018421","7160.A0A182GZ11","A0A182GZ11","aalb:115267813","GMCL1",0
"RP20_CCG018455","7160.A0A182GZ34","A0A182GZ34","aalb:109403172","A0A182GZ34",2
"RP20_CCG018493","7160.A0A182GZ59","A0A182GZ59","aalb:109622526","A0A182GZ59",1
"RP20_CCG018728","7160.A0A182HE06","A0A182HE06","aalb:109400433","cher",0
"RP20_CCG018789","7160.A0A182GZN0","A0A182GZN0","aalb:109407993","A0A182GZN0",0
"RP20_CCG018958","7160.A0A182GZY2","A0A182GZY2","aalb:109431650","A0A182GZY2",0
"RP20_CCG018968","7160.A0A182GZY6","A0A182GZY6","aalb:109423626","A0A182GZY6",0
"RP20_CCG019013","7160.A0A182H022","A0A182H022","aalb:109409700","A0A182H022",1
"RP20_CCG019046","7160.A0A182H044","A0A182H044","aalb:109410194","A0A182H044",3
"RP20_CCG019292","7160.A0A182H0K9","A0A182H0K9","aalb:109400501","RPUSD1",1
"RP20_CCG019399","7160.A0A182H0R7","A0A182H0R7","aalb:109403455","A0A182H0R7",1
"RP20_CCG019454","7160.A0A182H0V3","A0A182H0V3","aalb:109413065","RTTN",0
"RP20_CCG019480","7160.A0A182H0X1","A0A182H0X1","aalb:109431002","STK24",1
"RP20_CCG019499","7160.A0A182H0Y8","A0A182H0Y8","aalb:109403351","A0A182H0Y8",0
"RP20_CCG019543","7160.A0A182H100","A0A182H100","aalb:109402583","A0A182H100",0
"RP20_CCG019551","7160.A0A182H108","A0A182H108","aalb:109416779","MLEC",1
"RP20_CCG019603","7160.A0A182H146","A0A182H146","aalb:109405016","NUDT18",1
"RP20_CCG019692","7160.A0A182H186","A0A182H186","aalb:109425925","A0A182H186",0
"RP20_CCG019921","7160.A0A182GKL0","A0A182GKL0","aalb:109622449","A0A182GKL0",0
"RP20_CCG020002","7160.A0A182H1S6","A0A182H1S6","aalb:109427574","COPS6",4
"RP20_CCG020202","7160.A0A182H245","A0A182H245","aalb:109401924","A0A182H245",0
"RP20_CCG020280","7160.A0A182H296","A0A182H296","aalb:115265419","A0A182H296",3
"RP20_CCG020336","7160.A0A182H2D5","A0A182H2D5","aalb:109407996","A0A182H2D5",0
"RP20_CCG020338","7160.A0A182H2D7","A0A182H2D7","aalb:109405140","A0A182H2D7",5
"RP20_CCG020474","7160.A0A182H2N1","A0A182H2N1","aalb:109406442","A0A182H2N1",6
"RP20_CCG020595","7160.A0A182H2X0","A0A182H2X0","aalb:109406516","A0A182H2X0",0
"RP20_CCG020703","7160.A0A182H338","A0A182H338","aalb:109412570","RPA1",10
"RP20_CCG020733","7160.A0A182H356","A0A182H356","aalb:115268047","A0A182H356",6
"RP20_CCG020920","7160.A0A023EQE1","A0A023EQE1","aalb:109412243","PPP4C",8
"RP20_CCG020977","7160.A0A182H3K1","A0A182H3K1","aalb:109622232","A0A182H3K1",0
"RP20_CCG020979","7160.A0A182H3K3","A0A182H3K3","aalb:109408464","U2AF2",7
"RP20_CCG020998","7160.A0A182H3L7","A0A182H3L7","aalb:109429318","PEBP1",1
"RP20_CCG021402","7160.A0A023EBS4","A0A023EBS4","aalb:109424067","LYRM4",2
"RP20_CCG021504","7160.A0A182H4G7","A0A182H4G7","aalb:109413676","HSPA5",14
"RP20_CCG021582","7160.A0A182H4K6","A0A182H4K6","aalb:109424342","A0A182H4K6",0
"RP20_CCG021586","7160.A0A182H4L0","A0A182H4L0","aalb:109411617","A0A182H4L0",0
"RP20_CCG021652","7160.A0A182H4Q0","A0A182H4Q0","aalb:115260915","A0A182H4Q0",2
"RP20_CCG021653","7160.A0A182H4Q1","A0A182H4Q1","aalb:115260914","A0A182H4Q1",0
"RP20_CCG021891","7160.A0A182H540","A0A182H540","aalb:109400268","A0A182H540",3
"RP20_CCG021911","7160.A0A182H556","A0A182H556","aalb:109421651","MYO7A",0
"RP20_CCG021961","7160.A0A182H581","A0A182H581","aalb:109419566","A0A182H581",0
"RP20_CCG022019","7160.A0A182H5B1","A0A182H5B1","aalb:109425592","A0A182H5B1",1
"RP20_CCG022027","7160.A0A182H5B7","A0A182H5B7","aalb:109413462","A0A182H5B7",5
"RP20_CCG022185","7160.A0A182H5K1","A0A182H5K1","aalb:109406373","A0A182H5K1",0
"RP20_CCG022282","7160.A0A182H5Q9","A0A182H5Q9","aalb:115267369","A0A182H5Q9",0
"RP20_CCG022326","7160.A0A023EXF7","A0A023EXF7","aalb:109430546","A0A023EXF7",0
"RP20_CCG022352","7160.A0A182H5V2","A0A182H5V2","aalb:109412372","A0A182H5V2",1
"RP20_CCG022363","7160.A0A182H5W3","A0A182H5W3","aalb:109407309","A0A182H5W3",1
"RP20_CCG022524","7160.A0A182H657","A0A182H657","aalb:109409838","A0A182H657",1
"RP20_CCG022696","7160.A0A182H6E1","A0A182H6E1","aalb:109415674","A0A182H6E1",0
"RP20_CCG022841","7160.A0A182H6P5","A0A182H6P5","aalb:109414485","A0A182H6P5",5
"RP20_CCG022878","7160.A0A182H6R2","A0A182H6R2","aalb:109399952","A0A182H6R2",1
"RP20_CCG022906","7160.A0A182H6T4","A0A182H6T4","aalb:109417716","A0A182H6T4",1
