"uniprot_id","mirna/enriched_term"
"Q16LX7","Cell development"
"Q16N83","aae-mir-34-5p"
"Q16N83","Cell development"
"Q16N85","aae-mir-34-5p"
"Q16N85","Cell development"
"Q16NB0","aae-mir-34-5p"
"Q16NB0","Cell development"
"Q16NC7","aae-mir-34-5p"
"Q16NC7","Cell development"
"Q16PP6","aae-mir-34-5p"
"Q16PP6","Cell development"
"Q16R23","aae-mir-34-5p"
"Q16R23","Cell development"
"Q16R65","aae-mir-34-5p"
"Q16R65","Cell development"
"Q16RM1","aae-mir-34-5p"
"Q16RM1","Cell development"
"Q16RU6","aae-mir-34-5p"
"Q16RU6","Cell development"
"Q16SB0","aae-mir-34-5p"
"Q16SB0","Cell development"
"Q16TM2","aae-mir-34-5p"
"Q16TM2","Cell development"
"Q16U87","aae-mir-34-5p"
"Q16U87","Cell development"
"Q16U90","aae-mir-34-5p"
"Q16U90","Cell development"
"Q16W03","aae-mir-34-5p"
"Q16W03","Cell development"
"Q16WF1","aae-mir-34-5p"
"Q16WF1","Cell development"
"Q16WM1","aae-mir-34-5p"
"Q16WM1","Cell development"
"Q16XA3","aae-mir-34-5p"
"Q16XA3","Cell development"
"Q16XT3","aae-mir-34-5p"
"Q16XT3","Cell development"
"Q16YG3","aae-mir-34-5p"
"Q16YG3","Cell development"
"Q16YG5","aae-mir-34-5p"
"Q16YG5","Cell development"
"Q16YG8","aae-mir-34-5p"
"Q16YG8","Cell development"
"Q16YZ8","aae-mir-34-5p"
"Q16YZ8","Cell development"
"Q16YZ9","aae-mir-34-5p"
"Q16YZ9","Cell development"
"Q16Z01","aae-mir-34-5p"
"Q16Z01","Cell development"
"Q16ZB6","aae-mir-34-5p"
"Q16ZB6","Cell development"
"Q170K4","aae-mir-34-5p"
"Q170K4","Cell development"
"Q170K8","aae-mir-34-5p"
"Q170K8","Cell development"
"Q170V1","aae-mir-34-5p"
"Q170V1","Cell development"
"Q171J8","aae-mir-34-5p"
"Q171J8","Cell development"
"Q172L3","aae-mir-34-5p"
"Q172L3","Cell development"
"Q174K3","aae-mir-34-5p"
"Q174K3","Cell development"
"Q174W8","aae-mir-34-5p"
"Q174W8","Cell development"
"Q177R3","aae-mir-34-5p"
"Q177R3","Cell development"
"Q178N5","aae-mir-34-5p"
"Q178N5","Cell development"
"Q17BN5","aae-mir-34-5p"
"Q17BN5","Cell development"
"Q17BY7","aae-mir-34-5p"
"Q17BY7","Cell development"
"Q17C29","aae-mir-34-5p"
"Q17C29","Cell development"
"Q17C39","aae-mir-34-5p"
"Q17C39","Cell development"
"Q17C93","aae-mir-34-5p"
"Q17C93","Cell development"
"Q17D24","aae-mir-34-5p"
"Q17D24","Cell development"
"Q17DL2","aae-mir-34-5p"
"Q17DL2","Cell development"
"Q17E44","aae-mir-34-5p"
"Q17E44","Cell development"
"Q17EB3","aae-mir-34-5p"
"Q17EB3","Cell development"
"Q17F07","aae-mir-34-5p"
"Q17F07","Cell development"
"Q17F08","aae-mir-34-5p"
"Q17F08","Cell development"
"Q17G69","aae-mir-34-5p"
"Q17G69","Cell development"
"Q17GP3","aae-mir-34-5p"
"Q17GP3","Cell development"
"Q17HS6","aae-mir-34-5p"
"Q17HS6","Cell development"
"Q17I67","aae-mir-34-5p"
"Q17I67","Cell development"
"Q17IL0","aae-mir-34-5p"
"Q17IL0","Cell development"
"Q17J33","aae-mir-34-5p"
"Q17J33","Cell development"
"Q17JY3","aae-mir-34-5p"
"Q17JY3","Cell development"
"Q17KU1","aae-mir-34-5p"
"Q17KU1","Cell development"
"Q17L66","aae-mir-34-5p"
"Q17L66","Cell development"
"Q17L67","aae-mir-34-5p"
"Q17L67","Cell development"
"Q17MT6","aae-mir-34-5p"
"Q17MT6","Cell development"
"Q17MX1","aae-mir-34-5p"
"Q17MX1","Cell development"
"Q17MX6","aae-mir-34-5p"
"Q17MX6","Cell development"
"Q17MX7","aae-mir-34-5p"
"Q17MX7","Cell development"
"Q17N01","aae-mir-34-5p"
"Q17N01","Cell development"
"Q17NC1","aae-mir-34-5p"
"Q17NC1","Cell development"
"Q17NE5","aae-mir-34-5p"
"Q17NE5","Cell development"
"Q17NJ1","aae-mir-34-5p"
"Q17NJ1","Cell development"
"Q17NP6","aae-mir-34-5p"
"Q17NP6","Cell development"
"Q17PG3","aae-mir-34-5p"
"Q17PG3","Cell development"
"Q17PT9","aae-mir-34-5p"
"Q17PT9","Cell development"
"J9EAN8","aae-mir-34-5p"
"J9EAN8","Animal organ development"
"J9HTV7","aae-mir-34-5p"
"J9HTV7","Animal organ development"
"Q0C7B1","aae-mir-34-5p"
"Q0C7B1","Animal organ development"
"Q0IG29","aae-mir-34-5p"
"Q0IG29","Animal organ development"
"Q16FK4","aae-mir-34-5p"
"Q16FK4","Animal organ development"
"Q16G14","aae-mir-34-5p"
"Q16G14","Animal organ development"
"Q16GK5","aae-mir-34-5p"
"Q16GK5","Animal organ development"
"Q16HK0","aae-mir-34-5p"
"Q16HK0","Animal organ development"
"Q16I15","aae-mir-34-5p"
"Q16I15","Animal organ development"
"Q16IN4","aae-mir-34-5p"
"Q16IN4","Animal organ development"
"Q16KQ8","aae-mir-34-5p"
"Q16KQ8","Animal organ development"
"Q16KQ9","aae-mir-34-5p"
"Q16KQ9","Animal organ development"
"Q16KR0","aae-mir-34-5p"
"Q16KR0","Animal organ development"
"Q16L96","aae-mir-34-5p"
"Q16L96","Animal organ development"
"Q16LX7","aae-mir-34-5p"
"Q16LX7","Animal organ development"
"Q16MK4","aae-mir-34-5p"
"Q16MK4","Animal organ development"
"Q16PT5","aae-mir-34-5p"
"Q16PT5","Animal organ development"
"Q16R65","aae-mir-34-5p"
"Q16R65","Animal organ development"
"Q16RM1","aae-mir-34-5p"
"Q16RM1","Animal organ development"
"Q16SB0","aae-mir-34-5p"
"Q16SB0","Animal organ development"
"Q16TM2","aae-mir-34-5p"
"Q16TM2","Animal organ development"
"Q16TR7","aae-mir-34-5p"
"Q16TR7","Animal organ development"
"Q16U87","aae-mir-34-5p"
"Q16U87","Animal organ development"
"Q16W03","aae-mir-34-5p"
"Q16W03","Animal organ development"
"Q16WM1","aae-mir-34-5p"
"Q16WM1","Animal organ development"
"Q16XT3","aae-mir-34-5p"
"Q16XT3","Animal organ development"
"Q16YG3","aae-mir-34-5p"
"Q16YG3","Animal organ development"
"Q16YG5","aae-mir-34-5p"
"Q16YG5","Animal organ development"
"Q16YG8","aae-mir-34-5p"
"Q16YG8","Animal organ development"
"Q16YZ8","aae-mir-34-5p"
"Q16YZ8","Animal organ development"
"Q16YZ9","aae-mir-34-5p"
"Q16YZ9","Animal organ development"
"Q170K4","aae-mir-34-5p"
"Q170K4","Animal organ development"
"Q170K8","aae-mir-34-5p"
"Q170K8","Animal organ development"
"Q171J8","aae-mir-34-5p"
"Q171J8","Animal organ development"
"Q172L3","aae-mir-34-5p"
"Q172L3","Animal organ development"
"Q173B0","aae-mir-34-5p"
"Q173B0","Animal organ development"
"Q174W8","aae-mir-34-5p"
"Q174W8","Animal organ development"
"Q177R3","aae-mir-34-5p"
"Q177R3","Animal organ development"
"Q17A00","aae-mir-34-5p"
"Q17A00","Animal organ development"
"Q17BK4","aae-mir-34-5p"
"Q17BK4","Animal organ development"
"Q17BN5","aae-mir-34-5p"
"Q17BN5","Animal organ development"
"Q17BY7","aae-mir-34-5p"
"Q17BY7","Animal organ development"
"Q17C29","aae-mir-34-5p"
"Q17C29","Animal organ development"
"Q17C93","aae-mir-34-5p"
"Q17C93","Animal organ development"
"Q17DL2","aae-mir-34-5p"
"Q17DL2","Animal organ development"
"Q17DM5","aae-mir-34-5p"
"Q17DM5","Animal organ development"
"Q17E44","aae-mir-34-5p"
"Q17E44","Animal organ development"
"Q17EB3","aae-mir-34-5p"
"Q17EB3","Animal organ development"
"Q17F07","aae-mir-34-5p"
"Q17F07","Animal organ development"
"Q17F08","aae-mir-34-5p"
"Q17F08","Animal organ development"
"Q17F71","aae-mir-34-5p"
"Q17F71","Animal organ development"
"Q17G69","aae-mir-34-5p"
"Q17G69","Animal organ development"
"Q17GF2","aae-mir-34-5p"
"Q17GF2","Animal organ development"
"Q17GP3","aae-mir-34-5p"
"Q17GP3","Animal organ development"
"Q17HP2","aae-mir-34-5p"
"Q17HP2","Animal organ development"
"Q17HS6","aae-mir-34-5p"
"Q17HS6","Animal organ development"
"Q17I67","aae-mir-34-5p"
"Q17I67","Animal organ development"
"Q17IK5","aae-mir-34-5p"
"Q17IK5","Animal organ development"
"Q17J33","aae-mir-34-5p"
"Q17J33","Animal organ development"
"Q17JY3","aae-mir-34-5p"
"Q17JY3","Animal organ development"
"Q17K58","aae-mir-34-5p"
"Q17K58","Animal organ development"
"Q17K67","aae-mir-34-5p"
"Q17K67","Animal organ development"
"Q17K68","aae-mir-34-5p"
"Q17K68","Animal organ development"
"Q17KU1","aae-mir-34-5p"
"Q17KU1","Animal organ development"
"Q17L13","aae-mir-34-5p"
"Q17L13","Animal organ development"
"Q17LA6","aae-mir-34-5p"
"Q17LA6","Animal organ development"
"Q17MT6","aae-mir-34-5p"
"Q17MT6","Animal organ development"
"Q17MX1","aae-mir-34-5p"
"Q17MX1","Animal organ development"
"Q17MX6","aae-mir-34-5p"
"Q17MX6","Animal organ development"
"Q17MX7","aae-mir-34-5p"
"Q17MX7","Animal organ development"
"Q17NC1","aae-mir-34-5p"
"Q17NC1","Animal organ development"
"Q17NE5","aae-mir-34-5p"
"Q17NE5","Animal organ development"
"Q17NP6","aae-mir-34-5p"
"Q17NP6","Animal organ development"
"Q17PG3","aae-mir-34-5p"
"Q17PG3","Animal organ development"
"Q17PU2","aae-mir-34-5p"
"Q17PU2","Animal organ development"
"J9EAN8","aae-mir-34-5p"
"J9EAN8","Nervous system development"
"Q0IG29","aae-mir-34-5p"
"Q0IG29","Nervous system development"
"Q16FK4","aae-mir-34-5p"
"Q16FK4","Nervous system development"
"Q16GL8","aae-mir-34-5p"
"Q16GL8","Nervous system development"
"Q16HK0","aae-mir-34-5p"
"Q16HK0","Nervous system development"
"Q16I15","aae-mir-34-5p"
"Q16I15","Nervous system development"
"Q16I88","aae-mir-34-5p"
"Q16I88","Nervous system development"
"Q16IN4","aae-mir-34-5p"
"Q16IN4","Nervous system development"
"Q16IW8","aae-mir-34-5p"
"Q16IW8","Nervous system development"
"Q16L96","aae-mir-34-5p"
"Q16L96","Nervous system development"
"Q16LK0","aae-mir-34-5p"
"Q16LK0","Nervous system development"
"Q16LS6","aae-mir-34-5p"
"Q16LS6","Nervous system development"
"Q16LX7","aae-mir-34-5p"
"Q16LX7","Nervous system development"
"Q16N85","aae-mir-34-5p"
"Q16N85","Nervous system development"
"Q16PP6","aae-mir-34-5p"
"Q16PP6","Nervous system development"
"Q16R23","aae-mir-34-5p"
"Q16R23","Nervous system development"
"Q16R65","aae-mir-34-5p"
"Q16R65","Nervous system development"
"Q16RU6","aae-mir-34-5p"
"Q16RU6","Nervous system development"
"Q16SB0","aae-mir-34-5p"
"Q16SB0","Nervous system development"
"Q16TR7","aae-mir-34-5p"
"Q16TR7","Nervous system development"
"Q16VM1","aae-mir-34-5p"
"Q16VM1","Nervous system development"
"Q16W03","aae-mir-34-5p"
"Q16W03","Nervous system development"
"Q16WF1","aae-mir-34-5p"
"Q16WF1","Nervous system development"
"Q16WM1","aae-mir-34-5p"
"Q16WM1","Nervous system development"
"Q16XT3","aae-mir-34-5p"
"Q16XT3","Nervous system development"
"Q16YG3","aae-mir-34-5p"
"Q16YG3","Nervous system development"
"Q16YG8","aae-mir-34-5p"
"Q16YG8","Nervous system development"
"Q16YZ8","aae-mir-34-5p"
"Q16YZ8","Nervous system development"
"Q16YZ9","aae-mir-34-5p"
"Q16YZ9","Nervous system development"
"Q16Z01","aae-mir-34-5p"
"Q16Z01","Nervous system development"
"Q170K4","aae-mir-34-5p"
"Q170K4","Nervous system development"
"Q170K8","aae-mir-34-5p"
"Q170K8","Nervous system development"
"Q171J8","aae-mir-34-5p"
"Q171J8","Nervous system development"
"Q172L3","aae-mir-34-5p"
"Q172L3","Nervous system development"
"Q174K3","aae-mir-34-5p"
"Q174K3","Nervous system development"
"Q174W8","aae-mir-34-5p"
"Q174W8","Nervous system development"
"Q177R3","aae-mir-34-5p"
"Q177R3","Nervous system development"
"Q17BY7","aae-mir-34-5p"
"Q17BY7","Nervous system development"
"Q17C29","aae-mir-34-5p"
"Q17C29","Nervous system development"
"Q17C39","aae-mir-34-5p"
"Q17C39","Nervous system development"
"Q17C93","aae-mir-34-5p"
"Q17C93","Nervous system development"
"Q17CG1","aae-mir-34-5p"
"Q17CG1","Nervous system development"
"Q17D24","aae-mir-34-5p"
"Q17D24","Nervous system development"
"Q17DM5","aae-mir-34-5p"
"Q17DM5","Nervous system development"
"Q17E44","aae-mir-34-5p"
"Q17E44","Nervous system development"
"Q17EB3","aae-mir-34-5p"
"Q17EB3","Nervous system development"
"Q17F07","aae-mir-34-5p"
"Q17F07","Nervous system development"
"Q17F08","aae-mir-34-5p"
"Q17F08","Nervous system development"
"Q17F71","aae-mir-34-5p"
"Q17F71","Nervous system development"
"Q17GF2","aae-mir-34-5p"
"Q17GF2","Nervous system development"
"Q17GP3","aae-mir-34-5p"
"Q17GP3","Nervous system development"
"Q17HS6","aae-mir-34-5p"
"Q17HS6","Nervous system development"
"Q17I67","aae-mir-34-5p"
"Q17I67","Nervous system development"
"Q17IL0","aae-mir-34-5p"
"Q17IL0","Nervous system development"
"Q17K67","aae-mir-34-5p"
"Q17K67","Nervous system development"
"Q17K68","aae-mir-34-5p"
"Q17K68","Nervous system development"
"Q17MT6","aae-mir-34-5p"
"Q17MT6","Nervous system development"
"Q17MX1","aae-mir-34-5p"
"Q17MX1","Nervous system development"
"Q17MX6","aae-mir-34-5p"
"Q17MX6","Nervous system development"
"Q17MX7","aae-mir-34-5p"
"Q17MX7","Nervous system development"
"Q17N01","aae-mir-34-5p"
"Q17N01","Nervous system development"
"Q17NC1","aae-mir-34-5p"
"Q17NC1","Nervous system development"
"Q17NJ1","aae-mir-34-5p"
"Q17NJ1","Nervous system development"
"Q17NP6","aae-mir-34-5p"
"Q17NP6","Nervous system development"
"Q17PG3","aae-mir-34-5p"
"Q17PG3","Nervous system development"
"Q17PT9","aae-mir-34-5p"
"Q17PT9","Nervous system development"
"Q17PU2","aae-mir-34-5p"
"Q17PU2","Nervous system development"
"J9EAN8","aae-mir-34-5p"
"J9EAN8","Neurogenesis"
"Q0IG29","aae-mir-34-5p"
"Q0IG29","Neurogenesis"
"Q16FK4","aae-mir-34-5p"
"Q16FK4","Neurogenesis"
"Q16GL8","aae-mir-34-5p"
"Q16GL8","Neurogenesis"
"Q16HK0","aae-mir-34-5p"
"Q16HK0","Neurogenesis"
"Q16I15","aae-mir-34-5p"
"Q16I15","Neurogenesis"
"Q16I88","aae-mir-34-5p"
"Q16I88","Neurogenesis"
"Q16IN4","aae-mir-34-5p"
"Q16IN4","Neurogenesis"
"Q16L96","aae-mir-34-5p"
"Q16L96","Neurogenesis"
"Q16LK0","aae-mir-34-5p"
"Q16LK0","Neurogenesis"
"Q16LX7","aae-mir-34-5p"
"Q16LX7","Neurogenesis"
"Q16N85","aae-mir-34-5p"
"Q16N85","Neurogenesis"
"Q16PP6","aae-mir-34-5p"
"Q16PP6","Neurogenesis"
"Q16R23","aae-mir-34-5p"
"Q16R23","Neurogenesis"
"Q16R65","aae-mir-34-5p"
"Q16R65","Neurogenesis"
"Q16RU6","aae-mir-34-5p"
"Q16RU6","Neurogenesis"
"Q16SB0","aae-mir-34-5p"
"Q16SB0","Neurogenesis"
"Q16W03","aae-mir-34-5p"
"Q16W03","Neurogenesis"
"Q16WF1","aae-mir-34-5p"
"Q16WF1","Neurogenesis"
"Q16WM1","aae-mir-34-5p"
"Q16WM1","Neurogenesis"
"Q16XT3","aae-mir-34-5p"
"Q16XT3","Neurogenesis"
"Q16YG3","aae-mir-34-5p"
"Q16YG3","Neurogenesis"
"Q16YG8","aae-mir-34-5p"
"Q16YG8","Neurogenesis"
"Q16YZ8","aae-mir-34-5p"
"Q16YZ8","Neurogenesis"
"Q16YZ9","aae-mir-34-5p"
"Q16YZ9","Neurogenesis"
"Q16Z01","aae-mir-34-5p"
"Q16Z01","Neurogenesis"
"Q170K4","aae-mir-34-5p"
"Q170K4","Neurogenesis"
"Q170K8","aae-mir-34-5p"
"Q170K8","Neurogenesis"
"Q171J8","aae-mir-34-5p"
"Q171J8","Neurogenesis"
"Q172L3","aae-mir-34-5p"
"Q172L3","Neurogenesis"
"Q174K3","aae-mir-34-5p"
"Q174K3","Neurogenesis"
"Q174W8","aae-mir-34-5p"
"Q174W8","Neurogenesis"
"Q177R3","aae-mir-34-5p"
"Q177R3","Neurogenesis"
"Q17BY7","aae-mir-34-5p"
"Q17BY7","Neurogenesis"
"Q17C29","aae-mir-34-5p"
"Q17C29","Neurogenesis"
"Q17C39","aae-mir-34-5p"
"Q17C39","Neurogenesis"
"Q17C93","aae-mir-34-5p"
"Q17C93","Neurogenesis"
"Q17D24","aae-mir-34-5p"
"Q17D24","Neurogenesis"
"Q17E44","aae-mir-34-5p"
"Q17E44","Neurogenesis"
"Q17EB3","aae-mir-34-5p"
"Q17EB3","Neurogenesis"
"Q17F07","aae-mir-34-5p"
"Q17F07","Neurogenesis"
"Q17F08","aae-mir-34-5p"
"Q17F08","Neurogenesis"
"Q17F71","aae-mir-34-5p"
"Q17F71","Neurogenesis"
"Q17GP3","aae-mir-34-5p"
"Q17GP3","Neurogenesis"
"Q17HS6","aae-mir-34-5p"
"Q17HS6","Neurogenesis"
"Q17I67","aae-mir-34-5p"
"Q17I67","Neurogenesis"
"Q17IL0","aae-mir-34-5p"
"Q17IL0","Neurogenesis"
"Q17MT6","aae-mir-34-5p"
"Q17MT6","Neurogenesis"
"Q17MX1","aae-mir-34-5p"
"Q17MX1","Neurogenesis"
"Q17MX6","aae-mir-34-5p"
"Q17MX6","Neurogenesis"
"Q17MX7","aae-mir-34-5p"
"Q17MX7","Neurogenesis"
"Q17N01","aae-mir-34-5p"
"Q17N01","Neurogenesis"
"Q17NC1","aae-mir-34-5p"
"Q17NC1","Neurogenesis"
"Q17NJ1","aae-mir-34-5p"
"Q17NJ1","Neurogenesis"
"Q17NP6","aae-mir-34-5p"
"Q17NP6","Neurogenesis"
"Q17PG3","aae-mir-34-5p"
"Q17PG3","Neurogenesis"
"Q17PT9","aae-mir-34-5p"
"Q17PT9","Neurogenesis"
"Q17PU2","aae-mir-34-5p"
"Q17PU2","Neurogenesis"
"J9EAN8","aae-mir-34-5p"
"J9EAN8","Animal organ morphogenesis"
"J9HTV7","aae-mir-34-5p"
"J9HTV7","Animal organ morphogenesis"
"Q0C7B1","aae-mir-34-5p"
"Q0C7B1","Animal organ morphogenesis"
"Q0IG29","aae-mir-34-5p"
"Q0IG29","Animal organ morphogenesis"
"Q16FK4","aae-mir-34-5p"
"Q16FK4","Animal organ morphogenesis"
"Q16G14","aae-mir-34-5p"
"Q16G14","Animal organ morphogenesis"
"Q16GK5","aae-mir-34-5p"
"Q16GK5","Animal organ morphogenesis"
"Q16HK0","aae-mir-34-5p"
"Q16HK0","Animal organ morphogenesis"
"Q16IN4","aae-mir-34-5p"
"Q16IN4","Animal organ morphogenesis"
"Q16KQ8","aae-mir-34-5p"
"Q16KQ8","Animal organ morphogenesis"
"Q16KQ9","aae-mir-34-5p"
"Q16KQ9","Animal organ morphogenesis"
"Q16KR0","aae-mir-34-5p"
"Q16KR0","Animal organ morphogenesis"
"Q16L96","aae-mir-34-5p"
"Q16L96","Animal organ morphogenesis"
"Q16LX7","aae-mir-34-5p"
"Q16LX7","Animal organ morphogenesis"
"Q16R65","aae-mir-34-5p"
"Q16R65","Animal organ morphogenesis"
"Q16RM1","aae-mir-34-5p"
"Q16RM1","Animal organ morphogenesis"
"Q16SB0","aae-mir-34-5p"
"Q16SB0","Animal organ morphogenesis"
"Q16TM2","aae-mir-34-5p"
"Q16TM2","Animal organ morphogenesis"
"Q16U87","aae-mir-34-5p"
"Q16U87","Animal organ morphogenesis"
"Q16W03","aae-mir-34-5p"
"Q16W03","Animal organ morphogenesis"
"Q16WM1","aae-mir-34-5p"
"Q16WM1","Animal organ morphogenesis"
"Q16XT3","aae-mir-34-5p"
"Q16XT3","Animal organ morphogenesis"
"Q16YG3","aae-mir-34-5p"
"Q16YG3","Animal organ morphogenesis"
"Q16YG8","aae-mir-34-5p"
"Q16YG8","Animal organ morphogenesis"
"Q170K4","aae-mir-34-5p"
"Q170K4","Animal organ morphogenesis"
"Q170K8","aae-mir-34-5p"
"Q170K8","Animal organ morphogenesis"
"Q172L3","aae-mir-34-5p"
"Q172L3","Animal organ morphogenesis"
"Q174W8","aae-mir-34-5p"
"Q174W8","Animal organ morphogenesis"
"Q177R3","aae-mir-34-5p"
"Q177R3","Animal organ morphogenesis"
"Q17BY7","aae-mir-34-5p"
"Q17BY7","Animal organ morphogenesis"
"Q17C93","aae-mir-34-5p"
"Q17C93","Animal organ morphogenesis"
"Q17DL2","aae-mir-34-5p"
"Q17DL2","Animal organ morphogenesis"
"Q17E44","aae-mir-34-5p"
"Q17E44","Animal organ morphogenesis"
"Q17F07","aae-mir-34-5p"
"Q17F07","Animal organ morphogenesis"
"Q17F08","aae-mir-34-5p"
"Q17F08","Animal organ morphogenesis"
"Q17G69","aae-mir-34-5p"
"Q17G69","Animal organ morphogenesis"
"Q17GP3","aae-mir-34-5p"
"Q17GP3","Animal organ morphogenesis"
"Q17HS6","aae-mir-34-5p"
"Q17HS6","Animal organ morphogenesis"
"Q17IK5","aae-mir-34-5p"
"Q17IK5","Animal organ morphogenesis"
"Q17J33","aae-mir-34-5p"
"Q17J33","Animal organ morphogenesis"
"Q17K67","aae-mir-34-5p"
"Q17K67","Animal organ morphogenesis"
"Q17K68","aae-mir-34-5p"
"Q17K68","Animal organ morphogenesis"
"Q17LA6","aae-mir-34-5p"
"Q17LA6","Animal organ morphogenesis"
"Q17MT6","aae-mir-34-5p"
"Q17MT6","Animal organ morphogenesis"
"Q17MX1","aae-mir-34-5p"
"Q17MX1","Animal organ morphogenesis"
"Q17MX6","aae-mir-34-5p"
"Q17MX6","Animal organ morphogenesis"
"Q17MX7","aae-mir-34-5p"
"Q17MX7","Animal organ morphogenesis"
"Q17NC1","aae-mir-34-5p"
"Q17NC1","Animal organ morphogenesis"
"Q17NE5","aae-mir-34-5p"
"Q17NE5","Animal organ morphogenesis"
"Q17NP6","aae-mir-34-5p"
"Q17NP6","Animal organ morphogenesis"
"Q17PG3","aae-mir-34-5p"
"Q17PG3","Animal organ morphogenesis"
"Q0IG29","aae-mir-34-5p"
"Q0IG29","Generation of neurons"
"Q16FK4","aae-mir-34-5p"
"Q16FK4","Generation of neurons"
"Q16GL8","aae-mir-34-5p"
"Q16GL8","Generation of neurons"
"Q16HK0","aae-mir-34-5p"
"Q16HK0","Generation of neurons"
"Q16I15","aae-mir-34-5p"
"Q16I15","Generation of neurons"
"Q16I88","aae-mir-34-5p"
"Q16I88","Generation of neurons"
"Q16IN4","aae-mir-34-5p"
"Q16IN4","Generation of neurons"
"Q16L96","aae-mir-34-5p"
"Q16L96","Generation of neurons"
"Q16LK0","aae-mir-34-5p"
"Q16LK0","Generation of neurons"
"Q16LX7","aae-mir-34-5p"
"Q16LX7","Generation of neurons"
"Q16N85","aae-mir-34-5p"
"Q16N85","Generation of neurons"
"Q16PP6","aae-mir-34-5p"
"Q16PP6","Generation of neurons"
"Q16R23","aae-mir-34-5p"
"Q16R23","Generation of neurons"
"Q16R65","aae-mir-34-5p"
"Q16R65","Generation of neurons"
"Q16RU6","aae-mir-34-5p"
"Q16RU6","Generation of neurons"
"Q16SB0","aae-mir-34-5p"
"Q16SB0","Generation of neurons"
"Q16W03","aae-mir-34-5p"
"Q16W03","Generation of neurons"
"Q16WF1","aae-mir-34-5p"
"Q16WF1","Generation of neurons"
"Q16WM1","aae-mir-34-5p"
"Q16WM1","Generation of neurons"
"Q16XT3","aae-mir-34-5p"
"Q16XT3","Generation of neurons"
"Q16YG3","aae-mir-34-5p"
"Q16YG3","Generation of neurons"
"Q16YG8","aae-mir-34-5p"
"Q16YG8","Generation of neurons"
"Q16YZ8","aae-mir-34-5p"
"Q16YZ8","Generation of neurons"
"Q16YZ9","aae-mir-34-5p"
"Q16YZ9","Generation of neurons"
"Q170K4","aae-mir-34-5p"
"Q170K4","Generation of neurons"
"Q170K8","aae-mir-34-5p"
"Q170K8","Generation of neurons"
"Q171J8","aae-mir-34-5p"
"Q171J8","Generation of neurons"
"Q172L3","aae-mir-34-5p"
"Q172L3","Generation of neurons"
"Q174K3","aae-mir-34-5p"
"Q174K3","Generation of neurons"
"Q174W8","aae-mir-34-5p"
"Q174W8","Generation of neurons"
"Q177R3","aae-mir-34-5p"
"Q177R3","Generation of neurons"
"Q17BY7","aae-mir-34-5p"
"Q17BY7","Generation of neurons"
"Q17C29","aae-mir-34-5p"
"Q17C29","Generation of neurons"
"Q17C39","aae-mir-34-5p"
"Q17C39","Generation of neurons"
"Q17C93","aae-mir-34-5p"
"Q17C93","Generation of neurons"
"Q17E44","aae-mir-34-5p"
"Q17E44","Generation of neurons"
"Q17EB3","aae-mir-34-5p"
"Q17EB3","Generation of neurons"
"Q17F07","aae-mir-34-5p"
"Q17F07","Generation of neurons"
"Q17F08","aae-mir-34-5p"
"Q17F08","Generation of neurons"
"Q17F71","aae-mir-34-5p"
"Q17F71","Generation of neurons"
"Q17GP3","aae-mir-34-5p"
"Q17GP3","Generation of neurons"
"Q17HS6","aae-mir-34-5p"
"Q17HS6","Generation of neurons"
"Q17I67","aae-mir-34-5p"
"Q17I67","Generation of neurons"
"Q17IL0","aae-mir-34-5p"
"Q17IL0","Generation of neurons"
"Q17MT6","aae-mir-34-5p"
"Q17MT6","Generation of neurons"
"Q17MX1","aae-mir-34-5p"
"Q17MX1","Generation of neurons"
"Q17MX6","aae-mir-34-5p"
"Q17MX6","Generation of neurons"
"Q17MX7","aae-mir-34-5p"
"Q17MX7","Generation of neurons"
"Q17N01","aae-mir-34-5p"
"Q17N01","Generation of neurons"
"Q17NC1","aae-mir-34-5p"
"Q17NC1","Generation of neurons"
"Q17NJ1","aae-mir-34-5p"
"Q17NJ1","Generation of neurons"
"Q17NP6","aae-mir-34-5p"
"Q17NP6","Generation of neurons"
"Q17PG3","aae-mir-34-5p"
"Q17PG3","Generation of neurons"
"Q17PT9","aae-mir-34-5p"
"Q17PT9","Generation of neurons"
"Q17PU2","aae-mir-34-5p"
"Q17PU2","Generation of neurons"
"J9EAN8","aae-mir-34-5p"
"J9EAN8","Anatomical structure morphogenesis"
"J9HTV7","aae-mir-34-5p"
"J9HTV7","Anatomical structure morphogenesis"
"Q0C7B1","aae-mir-34-5p"
"Q0C7B1","Anatomical structure morphogenesis"
"Q0IG29","aae-mir-34-5p"
"Q0IG29","Anatomical structure morphogenesis"
"Q16FK4","aae-mir-34-5p"
"Q16FK4","Anatomical structure morphogenesis"
"Q16G14","aae-mir-34-5p"
"Q16G14","Anatomical structure morphogenesis"
"Q16GK5","aae-mir-34-5p"
"Q16GK5","Anatomical structure morphogenesis"
"Q16HK0","aae-mir-34-5p"
"Q16HK0","Anatomical structure morphogenesis"
"Q16I88","aae-mir-34-5p"
"Q16I88","Anatomical structure morphogenesis"
"Q16IN4","aae-mir-34-5p"
"Q16IN4","Anatomical structure morphogenesis"
"Q16KQ8","aae-mir-34-5p"
"Q16KQ8","Anatomical structure morphogenesis"
"Q16KQ9","aae-mir-34-5p"
"Q16KQ9","Anatomical structure morphogenesis"
"Q16KR0","aae-mir-34-5p"
"Q16KR0","Anatomical structure morphogenesis"
"Q16L96","aae-mir-34-5p"
