"uniprot_id","mirna/enriched_term"
"Q170K9","Plasma membrane"
"Q170V1","aae-mir-34-5p"
"Q170V1","Plasma membrane"
"Q171J8","aae-mir-34-5p"
"Q171J8","Plasma membrane"
"Q171N7","aae-mir-34-5p"
"Q171N7","Plasma membrane"
"Q172J7","aae-mir-34-5p"
"Q172J7","Plasma membrane"
"Q172L3","aae-mir-34-5p"
"Q172L3","Plasma membrane"
"Q173B0","aae-mir-34-5p"
"Q173B0","Plasma membrane"
"Q174W8","aae-mir-34-5p"
"Q174W8","Plasma membrane"
"Q179N7","aae-mir-34-5p"
"Q179N7","Plasma membrane"
"Q179Z3","aae-mir-34-5p"
"Q179Z3","Plasma membrane"
"Q17AX2","aae-mir-34-5p"
"Q17AX2","Plasma membrane"
"Q17CP4","aae-mir-34-5p"
"Q17CP4","Plasma membrane"
"Q17CP5","aae-mir-34-5p"
"Q17CP5","Plasma membrane"
"Q17D24","aae-mir-34-5p"
"Q17D24","Plasma membrane"
"Q17DL2","aae-mir-34-5p"
"Q17DL2","Plasma membrane"
"Q17E44","aae-mir-34-5p"
"Q17E44","Plasma membrane"
"Q17EZ8","aae-mir-34-5p"
"Q17EZ8","Plasma membrane"
"Q17FY6","aae-mir-34-5p"
"Q17FY6","Plasma membrane"
"Q17G69","aae-mir-34-5p"
"Q17G69","Plasma membrane"
"Q17G70","aae-mir-34-5p"
"Q17G70","Plasma membrane"
"Q17GK3","aae-mir-34-5p"
"Q17GK3","Plasma membrane"
"Q17GP4","aae-mir-34-5p"
"Q17GP4","Plasma membrane"
"Q17HS6","aae-mir-34-5p"
"Q17HS6","Plasma membrane"
"Q17K23","aae-mir-34-5p"
"Q17K23","Plasma membrane"
"Q17MX1","aae-mir-34-5p"
"Q17MX1","Plasma membrane"
"Q17MX6","aae-mir-34-5p"
"Q17MX6","Plasma membrane"
"Q17MX7","aae-mir-34-5p"
"Q17MX7","Plasma membrane"
"Q17N01","aae-mir-34-5p"
"Q17N01","Plasma membrane"
"Q17N19","aae-mir-34-5p"
"Q17N19","Plasma membrane"
"Q17N40","aae-mir-34-5p"
"Q17N40","Plasma membrane"
"Q17NJ1","aae-mir-34-5p"
"Q17NJ1","Plasma membrane"
"Q17NP6","aae-mir-34-5p"
"Q17NP6","Plasma membrane"
"Q17PG3","aae-mir-34-5p"
"Q17PG3","Plasma membrane"
"Q17PT9","aae-mir-34-5p"
"Q17PT9","Plasma membrane"
"Q17PU2","aae-mir-34-5p"
"Q17PU2","Plasma membrane"
"J9E9F1","aae-mir-34-5p"
"J9E9F1","Cellular anatomical entity"
"J9EAF0","aae-mir-34-5p"
"J9EAF0","Cellular anatomical entity"
"J9EAN8","aae-mir-34-5p"
"J9EAN8","Cellular anatomical entity"
"J9EBD1","aae-mir-34-5p"
"J9EBD1","Cellular anatomical entity"
"J9HFE1","aae-mir-34-5p"
"J9HFE1","Cellular anatomical entity"
"J9HIM6","aae-mir-34-5p"
"J9HIM6","Cellular anatomical entity"
"J9HYQ9","aae-mir-34-5p"
"J9HYQ9","Cellular anatomical entity"
"Q0C745","aae-mir-34-5p"
"Q0C745","Cellular anatomical entity"
"Q0C7A8","aae-mir-34-5p"
"Q0C7A8","Cellular anatomical entity"
"Q0C7B1","aae-mir-34-5p"
"Q0C7B1","Cellular anatomical entity"
"Q0IE94","aae-mir-34-5p"
"Q0IE94","Cellular anatomical entity"
"Q0IEI4","aae-mir-34-5p"
"Q0IEI4","Cellular anatomical entity"
"Q0IEP7","aae-mir-34-5p"
"Q0IEP7","Cellular anatomical entity"
"Q0IEV0","aae-mir-34-5p"
"Q0IEV0","Cellular anatomical entity"
"Q0IF14","aae-mir-34-5p"
"Q0IF14","Cellular anatomical entity"
"Q0IFA2","aae-mir-34-5p"
"Q0IFA2","Cellular anatomical entity"
"Q0IG29","aae-mir-34-5p"
"Q0IG29","Cellular anatomical entity"
"Q0IGF7","aae-mir-34-5p"
"Q0IGF7","Cellular anatomical entity"
"Q16EE7","aae-mir-34-5p"
"Q16EE7","Cellular anatomical entity"
"Q16EF2","aae-mir-34-5p"
"Q16EF2","Cellular anatomical entity"
"Q16EM3","aae-mir-34-5p"
"Q16EM3","Cellular anatomical entity"
"Q16EP6","aae-mir-34-5p"
"Q16EP6","Cellular anatomical entity"
"Q16F16","aae-mir-34-5p"
"Q16F16","Cellular anatomical entity"
"Q16F21","aae-mir-34-5p"
"Q16F21","Cellular anatomical entity"
"Q16F46","aae-mir-34-5p"
"Q16F46","Cellular anatomical entity"
"Q16FK4","aae-mir-34-5p"
"Q16FK4","Cellular anatomical entity"
"Q16G14","aae-mir-34-5p"
"Q16G14","Cellular anatomical entity"
"Q16G51","aae-mir-34-5p"
"Q16G51","Cellular anatomical entity"
"Q16G89","aae-mir-34-5p"
"Q16G89","Cellular anatomical entity"
"Q16GK5","aae-mir-34-5p"
"Q16GK5","Cellular anatomical entity"
"Q16GL8","aae-mir-34-5p"
"Q16GL8","Cellular anatomical entity"
"Q16GZ8","aae-mir-34-5p"
"Q16GZ8","Cellular anatomical entity"
"Q16H46","aae-mir-34-5p"
"Q16H46","Cellular anatomical entity"
"Q16H74","aae-mir-34-5p"
"Q16H74","Cellular anatomical entity"
"Q16HK0","aae-mir-34-5p"
"Q16HK0","Cellular anatomical entity"
"Q16HZ9","aae-mir-34-5p"
"Q16HZ9","Cellular anatomical entity"
"Q16I15","aae-mir-34-5p"
"Q16I15","Cellular anatomical entity"
"Q16I75","aae-mir-34-5p"
"Q16I75","Cellular anatomical entity"
"Q16I88","aae-mir-34-5p"
"Q16I88","Cellular anatomical entity"
"Q16IF7","aae-mir-34-5p"
"Q16IF7","Cellular anatomical entity"
"Q16IG3","aae-mir-34-5p"
"Q16IG3","Cellular anatomical entity"
"Q16II4","aae-mir-34-5p"
"Q16II4","Cellular anatomical entity"
"Q16II5","aae-mir-34-5p"
"Q16II5","Cellular anatomical entity"
"Q16IN4","aae-mir-34-5p"
"Q16IN4","Cellular anatomical entity"
"Q16IW8","aae-mir-34-5p"
"Q16IW8","Cellular anatomical entity"
"Q16IY0","aae-mir-34-5p"
"Q16IY0","Cellular anatomical entity"
"Q16J72","aae-mir-34-5p"
"Q16J72","Cellular anatomical entity"
"Q16JC3","aae-mir-34-5p"
"Q16JC3","Cellular anatomical entity"
"Q16JG7","aae-mir-34-5p"
"Q16JG7","Cellular anatomical entity"
"Q16JN7","aae-mir-34-5p"
"Q16JN7","Cellular anatomical entity"
"Q16JQ4","aae-mir-34-5p"
"Q16JQ4","Cellular anatomical entity"
"Q16KA6","aae-mir-34-5p"
"Q16KA6","Cellular anatomical entity"
"Q16KH2","aae-mir-34-5p"
"Q16KH2","Cellular anatomical entity"
"Q16KQ8","aae-mir-34-5p"
"Q16KQ8","Cellular anatomical entity"
"Q16KQ9","aae-mir-34-5p"
"Q16KQ9","Cellular anatomical entity"
"Q16KR0","aae-mir-34-5p"
"Q16KR0","Cellular anatomical entity"
"Q16KR1","aae-mir-34-5p"
"Q16KR1","Cellular anatomical entity"
"Q16L96","aae-mir-34-5p"
"Q16L96","Cellular anatomical entity"
"Q16LB3","aae-mir-34-5p"
"Q16LB3","Cellular anatomical entity"
"Q16LG8","aae-mir-34-5p"
"Q16LG8","Cellular anatomical entity"
"Q16LI4","aae-mir-34-5p"
"Q16LI4","Cellular anatomical entity"
"Q16LK0","aae-mir-34-5p"
"Q16LK0","Cellular anatomical entity"
"Q16LK2","aae-mir-34-5p"
"Q16LK2","Cellular anatomical entity"
"Q16LQ3","aae-mir-34-5p"
"Q16LQ3","Cellular anatomical entity"
"Q16LS6","aae-mir-34-5p"
"Q16LS6","Cellular anatomical entity"
"Q16LX7","aae-mir-34-5p"
"Q16LX7","Cellular anatomical entity"
"Q16M45","aae-mir-34-5p"
"Q16M45","Cellular anatomical entity"
"Q16M84","aae-mir-34-5p"
"Q16M84","Cellular anatomical entity"
"Q16MJ6","aae-mir-34-5p"
"Q16MJ6","Cellular anatomical entity"
"Q16MK4","aae-mir-34-5p"
"Q16MK4","Cellular anatomical entity"
"Q16MK6","aae-mir-34-5p"
"Q16MK6","Cellular anatomical entity"
"Q16ML9","aae-mir-34-5p"
"Q16ML9","Cellular anatomical entity"
"Q16MM0","aae-mir-34-5p"
"Q16MM0","Cellular anatomical entity"
"Q16MM1","aae-mir-34-5p"
"Q16MM1","Cellular anatomical entity"
"Q16MX5","aae-mir-34-5p"
"Q16MX5","Cellular anatomical entity"
"Q16N85","aae-mir-34-5p"
"Q16N85","Cellular anatomical entity"
"Q16N99","aae-mir-34-5p"
"Q16N99","Cellular anatomical entity"
"Q16NB0","aae-mir-34-5p"
"Q16NB0","Cellular anatomical entity"
"Q16NC7","aae-mir-34-5p"
"Q16NC7","Cellular anatomical entity"
"Q16ND4","aae-mir-34-5p"
"Q16ND4","Cellular anatomical entity"
"Q16NP6","aae-mir-34-5p"
"Q16NP6","Cellular anatomical entity"
"Q16NR7","aae-mir-34-5p"
"Q16NR7","Cellular anatomical entity"
"Q16P14","aae-mir-34-5p"
"Q16P14","Cellular anatomical entity"
"Q16P38","aae-mir-34-5p"
"Q16P38","Cellular anatomical entity"
"Q16PA7","aae-mir-34-5p"
"Q16PA7","Cellular anatomical entity"
"Q16PP6","aae-mir-34-5p"
"Q16PP6","Cellular anatomical entity"
"Q16QH9","aae-mir-34-5p"
"Q16QH9","Cellular anatomical entity"
"Q16QJ6","aae-mir-34-5p"
"Q16QJ6","Cellular anatomical entity"
"Q16QS7","aae-mir-34-5p"
"Q16QS7","Cellular anatomical entity"
"Q16QU1","aae-mir-34-5p"
"Q16QU1","Cellular anatomical entity"
"Q16R23","aae-mir-34-5p"
"Q16R23","Cellular anatomical entity"
"Q16R65","aae-mir-34-5p"
"Q16R65","Cellular anatomical entity"
"Q16R88","aae-mir-34-5p"
"Q16R88","Cellular anatomical entity"
"Q16RC6","aae-mir-34-5p"
"Q16RC6","Cellular anatomical entity"
"Q16RK1","aae-mir-34-5p"
"Q16RK1","Cellular anatomical entity"
"Q16RM1","aae-mir-34-5p"
"Q16RM1","Cellular anatomical entity"
"Q16RN4","aae-mir-34-5p"
"Q16RN4","Cellular anatomical entity"
"Q16RP7","aae-mir-34-5p"
"Q16RP7","Cellular anatomical entity"
"Q16RU6","aae-mir-34-5p"
"Q16RU6","Cellular anatomical entity"
"Q16RY8","aae-mir-34-5p"
"Q16RY8","Cellular anatomical entity"
"Q16S36","aae-mir-34-5p"
"Q16S36","Cellular anatomical entity"
"Q16S94","aae-mir-34-5p"
"Q16S94","Cellular anatomical entity"
"Q16S95","aae-mir-34-5p"
"Q16S95","Cellular anatomical entity"
"Q16SB0","aae-mir-34-5p"
"Q16SB0","Cellular anatomical entity"
"Q16SB6","aae-mir-34-5p"
"Q16SB6","Cellular anatomical entity"
"Q16SI7","aae-mir-34-5p"
"Q16SI7","Cellular anatomical entity"
"Q16SL7","aae-mir-34-5p"
"Q16SL7","Cellular anatomical entity"
"Q16T51","aae-mir-34-5p"
"Q16T51","Cellular anatomical entity"
"Q16T61","aae-mir-34-5p"
"Q16T61","Cellular anatomical entity"
"Q16TD8","aae-mir-34-5p"
"Q16TD8","Cellular anatomical entity"
"Q16TM2","aae-mir-34-5p"
"Q16TM2","Cellular anatomical entity"
"Q16TT9","aae-mir-34-5p"
"Q16TT9","Cellular anatomical entity"
"Q16TV9","aae-mir-34-5p"
"Q16TV9","Cellular anatomical entity"
"Q16U10","aae-mir-34-5p"
"Q16U10","Cellular anatomical entity"
"Q16U30","aae-mir-34-5p"
"Q16U30","Cellular anatomical entity"
"Q16U41","aae-mir-34-5p"
"Q16U41","Cellular anatomical entity"
"Q16U87","aae-mir-34-5p"
"Q16U87","Cellular anatomical entity"
"Q16U90","aae-mir-34-5p"
"Q16U90","Cellular anatomical entity"
"Q16UG5","aae-mir-34-5p"
"Q16UG5","Cellular anatomical entity"
"Q16UK9","aae-mir-34-5p"
"Q16UK9","Cellular anatomical entity"
"Q16UP5","aae-mir-34-5p"
"Q16UP5","Cellular anatomical entity"
"Q16UU9","aae-mir-34-5p"
"Q16UU9","Cellular anatomical entity"
"Q16VA1","aae-mir-34-5p"
"Q16VA1","Cellular anatomical entity"
"Q16VM1","aae-mir-34-5p"
"Q16VM1","Cellular anatomical entity"
"Q16VP6","aae-mir-34-5p"
"Q16VP6","Cellular anatomical entity"
"Q16VS2","aae-mir-34-5p"
"Q16VS2","Cellular anatomical entity"
"Q16W03","aae-mir-34-5p"
"Q16W03","Cellular anatomical entity"
"Q16WA7","aae-mir-34-5p"
"Q16WA7","Cellular anatomical entity"
"Q16WF1","aae-mir-34-5p"
"Q16WF1","Cellular anatomical entity"
"Q16WM1","aae-mir-34-5p"
"Q16WM1","Cellular anatomical entity"
"Q16WU6","aae-mir-34-5p"
"Q16WU6","Cellular anatomical entity"
"Q16X87","aae-mir-34-5p"
"Q16X87","Cellular anatomical entity"
"Q16XT3","aae-mir-34-5p"
"Q16XT3","Cellular anatomical entity"
"Q16XT5","aae-mir-34-5p"
"Q16XT5","Cellular anatomical entity"
"Q16XY9","aae-mir-34-5p"
"Q16XY9","Cellular anatomical entity"
"Q16Y37","aae-mir-34-5p"
"Q16Y37","Cellular anatomical entity"
"Q16YG3","aae-mir-34-5p"
"Q16YG3","Cellular anatomical entity"
"Q16YG5","aae-mir-34-5p"
"Q16YG5","Cellular anatomical entity"
"Q16YG8","aae-mir-34-5p"
"Q16YG8","Cellular anatomical entity"
"Q16YK5","aae-mir-34-5p"
"Q16YK5","Cellular anatomical entity"
"Q16YM1","aae-mir-34-5p"
"Q16YM1","Cellular anatomical entity"
"Q16YP6","aae-mir-34-5p"
"Q16YP6","Cellular anatomical entity"
"Q16YV1","aae-mir-34-5p"
"Q16YV1","Cellular anatomical entity"
"Q16YZ8","aae-mir-34-5p"
"Q16YZ8","Cellular anatomical entity"
"Q16YZ9","aae-mir-34-5p"
"Q16YZ9","Cellular anatomical entity"
"Q16Z01","aae-mir-34-5p"
"Q16Z01","Cellular anatomical entity"
"Q16Z71","aae-mir-34-5p"
"Q16Z71","Cellular anatomical entity"
"Q16ZB6","aae-mir-34-5p"
"Q16ZB6","Cellular anatomical entity"
"Q16ZN0","aae-mir-34-5p"
"Q16ZN0","Cellular anatomical entity"
"Q170B1","aae-mir-34-5p"
"Q170B1","Cellular anatomical entity"
"Q170B3","aae-mir-34-5p"
"Q170B3","Cellular anatomical entity"
"Q170D7","aae-mir-34-5p"
"Q170D7","Cellular anatomical entity"
"Q170K4","aae-mir-34-5p"
"Q170K4","Cellular anatomical entity"
"Q170K8","aae-mir-34-5p"
"Q170K8","Cellular anatomical entity"
"Q170K9","aae-mir-34-5p"
"Q170K9","Cellular anatomical entity"
"Q171J8","aae-mir-34-5p"
"Q171J8","Cellular anatomical entity"
"Q171N7","aae-mir-34-5p"
"Q171N7","Cellular anatomical entity"
"Q171W2","aae-mir-34-5p"
"Q171W2","Cellular anatomical entity"
"Q171Z5","aae-mir-34-5p"
"Q171Z5","Cellular anatomical entity"
"Q172A6","aae-mir-34-5p"
"Q172A6","Cellular anatomical entity"
"Q172D9","aae-mir-34-5p"
"Q172D9","Cellular anatomical entity"
"Q172J0","aae-mir-34-5p"
"Q172J0","Cellular anatomical entity"
"Q172J7","aae-mir-34-5p"
"Q172J7","Cellular anatomical entity"
"Q172L3","aae-mir-34-5p"
"Q172L3","Cellular anatomical entity"
"Q173B0","aae-mir-34-5p"
"Q173B0","Cellular anatomical entity"
"Q173D8","aae-mir-34-5p"
"Q173D8","Cellular anatomical entity"
"Q174C4","aae-mir-34-5p"
"Q174C4","Cellular anatomical entity"
"Q174H3","aae-mir-34-5p"
"Q174H3","Cellular anatomical entity"
"Q174K3","aae-mir-34-5p"
"Q174K3","Cellular anatomical entity"
"Q174R8","aae-mir-34-5p"
"Q174R8","Cellular anatomical entity"
"Q174R9","aae-mir-34-5p"
"Q174R9","Cellular anatomical entity"
"Q174S1","aae-mir-34-5p"
"Q174S1","Cellular anatomical entity"
"Q174W8","aae-mir-34-5p"
"Q174W8","Cellular anatomical entity"
"Q175B9","aae-mir-34-5p"
"Q175B9","Cellular anatomical entity"
"Q175T8","aae-mir-34-5p"
"Q175T8","Cellular anatomical entity"
"Q175T9","aae-mir-34-5p"
"Q175T9","Cellular anatomical entity"
"Q176B9","aae-mir-34-5p"
"Q176B9","Cellular anatomical entity"
"Q176T7","aae-mir-34-5p"
"Q176T7","Cellular anatomical entity"
"Q176W7","aae-mir-34-5p"
"Q176W7","Cellular anatomical entity"
"Q176Y4","aae-mir-34-5p"
"Q176Y4","Cellular anatomical entity"
"Q177A9","aae-mir-34-5p"
"Q177A9","Cellular anatomical entity"
"Q177H3","aae-mir-34-5p"
"Q177H3","Cellular anatomical entity"
"Q177H4","aae-mir-34-5p"
"Q177H4","Cellular anatomical entity"
"Q178E9","aae-mir-34-5p"
"Q178E9","Cellular anatomical entity"
"Q178K1","aae-mir-34-5p"
"Q178K1","Cellular anatomical entity"
"Q178N5","aae-mir-34-5p"
"Q178N5","Cellular anatomical entity"
"Q178U8","aae-mir-34-5p"
"Q178U8","Cellular anatomical entity"
"Q178X8","aae-mir-34-5p"
"Q178X8","Cellular anatomical entity"
"Q179A9","aae-mir-34-5p"
"Q179A9","Cellular anatomical entity"
"Q179E9","aae-mir-34-5p"
"Q179E9","Cellular anatomical entity"
"Q179N7","aae-mir-34-5p"
"Q179N7","Cellular anatomical entity"
"Q179X5","aae-mir-34-5p"
"Q179X5","Cellular anatomical entity"
"Q179Z3","aae-mir-34-5p"
"Q179Z3","Cellular anatomical entity"
"Q17A00","aae-mir-34-5p"
"Q17A00","Cellular anatomical entity"
"Q17AC7","aae-mir-34-5p"
"Q17AC7","Cellular anatomical entity"
"Q17AG5","aae-mir-34-5p"
"Q17AG5","Cellular anatomical entity"
"Q17AJ3","aae-mir-34-5p"
"Q17AJ3","Cellular anatomical entity"
"Q17AX2","aae-mir-34-5p"
"Q17AX2","Cellular anatomical entity"
"Q17B43","aae-mir-34-5p"
"Q17B43","Cellular anatomical entity"
"Q17B44","aae-mir-34-5p"
"Q17B44","Cellular anatomical entity"
"Q17BE2","aae-mir-34-5p"
"Q17BE2","Cellular anatomical entity"
"Q17BK4","aae-mir-34-5p"
"Q17BK4","Cellular anatomical entity"
"Q17BN5","aae-mir-34-5p"
"Q17BN5","Cellular anatomical entity"
"Q17BY7","aae-mir-34-5p"
"Q17BY7","Cellular anatomical entity"
"Q17C29","aae-mir-34-5p"
"Q17C29","Cellular anatomical entity"
"Q17C93","aae-mir-34-5p"
"Q17C93","Cellular anatomical entity"
"Q17CG1","aae-mir-34-5p"
"Q17CG1","Cellular anatomical entity"
"Q17CM5","aae-mir-34-5p"
"Q17CM5","Cellular anatomical entity"
"Q17CP4","aae-mir-34-5p"
"Q17CP4","Cellular anatomical entity"
"Q17CP5","aae-mir-34-5p"
"Q17CP5","Cellular anatomical entity"
"Q17D24","aae-mir-34-5p"
"Q17D24","Cellular anatomical entity"
"Q17DB6","aae-mir-34-5p"
"Q17DB6","Cellular anatomical entity"
"Q17DL2","aae-mir-34-5p"
"Q17DL2","Cellular anatomical entity"
"Q17DM5","aae-mir-34-5p"
"Q17DM5","Cellular anatomical entity"
"Q17E44","aae-mir-34-5p"
"Q17E44","Cellular anatomical entity"
"Q17EB2","aae-mir-34-5p"
"Q17EB2","Cellular anatomical entity"
"Q17EB3","aae-mir-34-5p"
"Q17EB3","Cellular anatomical entity"
"Q17EP1","aae-mir-34-5p"
"Q17EP1","Cellular anatomical entity"
"Q17ET2","aae-mir-34-5p"
"Q17ET2","Cellular anatomical entity"
"Q17EZ8","aae-mir-34-5p"
"Q17EZ8","Cellular anatomical entity"
"Q17F07","aae-mir-34-5p"
"Q17F07","Cellular anatomical entity"
"Q17F08","aae-mir-34-5p"
"Q17F08","Cellular anatomical entity"
"Q17F44","aae-mir-34-5p"
"Q17F44","Cellular anatomical entity"
"Q17F71","aae-mir-34-5p"
"Q17F71","Cellular anatomical entity"
"Q17FC6","aae-mir-34-5p"
"Q17FC6","Cellular anatomical entity"
"Q17FE8","aae-mir-34-5p"
"Q17FE8","Cellular anatomical entity"
"Q17FE9","aae-mir-34-5p"
"Q17FE9","Cellular anatomical entity"
"Q17FR0","aae-mir-34-5p"
"Q17FR0","Cellular anatomical entity"
"Q17FU6","aae-mir-34-5p"
"Q17FU6","Cellular anatomical entity"
"Q17FU7","aae-mir-34-5p"
"Q17FU7","Cellular anatomical entity"
"Q17FX3","aae-mir-34-5p"
"Q17FX3","Cellular anatomical entity"
"Q17FY6","aae-mir-34-5p"
"Q17FY6","Cellular anatomical entity"
"Q17G52","aae-mir-34-5p"
"Q17G52","Cellular anatomical entity"
"Q17G59","aae-mir-34-5p"
"Q17G59","Cellular anatomical entity"
"Q17G69","aae-mir-34-5p"
"Q17G69","Cellular anatomical entity"
"Q17G70","aae-mir-34-5p"
"Q17G70","Cellular anatomical entity"
"Q17GF2","aae-mir-34-5p"
"Q17GF2","Cellular anatomical entity"
"Q17GJ0","aae-mir-34-5p"
"Q17GJ0","Cellular anatomical entity"
"Q17GK3","aae-mir-34-5p"
"Q17GK3","Cellular anatomical entity"
"Q17GP3","aae-mir-34-5p"
"Q17GP3","Cellular anatomical entity"
"Q17GP4","aae-mir-34-5p"
"Q17GP4","Cellular anatomical entity"
"Q17GV3","aae-mir-34-5p"
"Q17GV3","Cellular anatomical entity"
"Q17GX9","aae-mir-34-5p"
"Q17GX9","Cellular anatomical entity"
"Q17H51","aae-mir-34-5p"
"Q17H51","Cellular anatomical entity"
"Q17H75","aae-mir-34-5p"
"Q17H75","Cellular anatomical entity"
"Q17HP2","aae-mir-34-5p"
"Q17HP2","Cellular anatomical entity"
"Q17HS6","aae-mir-34-5p"
"Q17HS6","Cellular anatomical entity"
"Q17I67","aae-mir-34-5p"
"Q17I67","Cellular anatomical entity"
"Q17IC7","aae-mir-34-5p"
"Q17IC7","Cellular anatomical entity"
"Q17IK5","aae-mir-34-5p"
"Q17IK5","Cellular anatomical entity"
"Q17IM8","aae-mir-34-5p"
"Q17IM8","Cellular anatomical entity"
"Q17IU2","aae-mir-34-5p"
"Q17IU2","Cellular anatomical entity"
"Q17J05","aae-mir-34-5p"
"Q17J05","Cellular anatomical entity"
"Q17J06","aae-mir-34-5p"
"Q17J06","Cellular anatomical entity"
"Q17J24","aae-mir-34-5p"
"Q17J24","Cellular anatomical entity"
"Q17J25","aae-mir-34-5p"
"Q17J25","Cellular anatomical entity"
"Q17J26","aae-mir-34-5p"
"Q17J26","Cellular anatomical entity"
"Q17J27","aae-mir-34-5p"
"Q17J27","Cellular anatomical entity"
"Q17JY3","aae-mir-34-5p"
"Q17JY3","Cellular anatomical entity"
"Q17K23","aae-mir-34-5p"
"Q17K23","Cellular anatomical entity"
"Q17K58","aae-mir-34-5p"
"Q17K58","Cellular anatomical entity"
"Q17K67","aae-mir-34-5p"
"Q17K67","Cellular anatomical entity"
"Q17K68","aae-mir-34-5p"
"Q17K68","Cellular anatomical entity"
"Q17K92","aae-mir-34-5p"
"Q17K92","Cellular anatomical entity"
"Q17K93","aae-mir-34-5p"
"Q17K93","Cellular anatomical entity"
"Q17KU1","aae-mir-34-5p"
"Q17KU1","Cellular anatomical entity"
"Q17L13","aae-mir-34-5p"
"Q17L13","Cellular anatomical entity"
"Q17L66","aae-mir-34-5p"
"Q17L66","Cellular anatomical entity"
"Q17L67","aae-mir-34-5p"
"Q17L67","Cellular anatomical entity"
"Q17LA6","aae-mir-34-5p"
"Q17LA6","Cellular anatomical entity"
"Q17LI9","aae-mir-34-5p"
"Q17LI9","Cellular anatomical entity"
"Q17LP8","aae-mir-34-5p"
"Q17LP8","Cellular anatomical entity"
"Q17LV1","aae-mir-34-5p"
"Q17LV1","Cellular anatomical entity"
"Q17M41","aae-mir-34-5p"
"Q17M41","Cellular anatomical entity"
"Q17MG5","aae-mir-34-5p"
"Q17MG5","Cellular anatomical entity"
"Q17MI1","aae-mir-34-5p"
"Q17MI1","Cellular anatomical entity"
"Q17MT6","aae-mir-34-5p"
"Q17MT6","Cellular anatomical entity"
"Q17MX1","aae-mir-34-5p"
"Q17MX1","Cellular anatomical entity"
"Q17MX6","aae-mir-34-5p"
"Q17MX6","Cellular anatomical entity"
"Q17MX7","aae-mir-34-5p"
"Q17MX7","Cellular anatomical entity"
"Q17N19","aae-mir-34-5p"
"Q17N19","Cellular anatomical entity"
"Q17N40","aae-mir-34-5p"
"Q17N40","Cellular anatomical entity"
"Q17NC4","aae-mir-34-5p"
"Q17NC4","Cellular anatomical entity"
"Q17NE5","aae-mir-34-5p"
"Q17NE5","Cellular anatomical entity"
"Q17NG8","aae-mir-34-5p"
"Q17NG8","Cellular anatomical entity"
"Q17NJ1","aae-mir-34-5p"
"Q17NJ1","Cellular anatomical entity"
"Q17NM9","aae-mir-34-5p"
"Q17NM9","Cellular anatomical entity"
"Q17NP6","aae-mir-34-5p"
"Q17NP6","Cellular anatomical entity"
"Q17NT7","aae-mir-34-5p"
"Q17NT7","Cellular anatomical entity"
"Q17NY9","aae-mir-34-5p"
"Q17NY9","Cellular anatomical entity"
"Q17P09","aae-mir-34-5p"
"Q17P09","Cellular anatomical entity"
"Q17PI9","aae-mir-34-5p"
"Q17PI9","Cellular anatomical entity"
"Q17PT9","aae-mir-34-5p"
"Q17PT9","Cellular anatomical entity"
"Q17PU2","aae-mir-34-5p"
"Q17PU2","Cellular anatomical entity"
"Q1DGK7","aae-mir-34-5p"
"Q1DGK7","Cellular anatomical entity"
"Q1HQG4","aae-mir-34-5p"
"Q1HQG4","Cellular anatomical entity"
"Q1HR69","aae-mir-34-5p"
"Q1HR69","Cellular anatomical entity"
"Q1HR99","aae-mir-34-5p"
"Q1HR99","Cellular anatomical entity"
"Q1HRI9","aae-mir-34-5p"
"Q1HRI9","Cellular anatomical entity"
"Q1HRN7","aae-mir-34-5p"
"Q1HRN7","Cellular anatomical entity"
"Q1HRV7","aae-mir-34-5p"
"Q1HRV7","Cellular anatomical entity"
"Q6QNY2","aae-mir-34-5p"
"Q6QNY2","Cellular anatomical entity"
"Q0IE98","aae-mir-5119-5p"
"Q0IE98","Regulation of biological process"
"Q0IE99","aae-mir-5119-5p"
"Q0IE99","Regulation of biological process"
"Q0IFC5","aae-mir-5119-5p"
"Q0IFC5","Regulation of biological process"
"Q16HN5","aae-mir-5119-5p"
"Q16HN5","Regulation of biological process"
"Q16I15","aae-mir-5119-5p"
"Q16I15","Regulation of biological process"
"Q16KP5","aae-mir-5119-5p"
"Q16KP5","Regulation of biological process"
"Q16L21","aae-mir-5119-5p"
"Q16L21","Regulation of biological process"
"Q16LU2","aae-mir-5119-5p"
"Q16LU2","Regulation of biological process"
"Q16M53","aae-mir-5119-5p"
"Q16M53","Regulation of biological process"
"Q16M54","aae-mir-5119-5p"
"Q16M54","Regulation of biological process"
"Q16NS4","aae-mir-5119-5p"
"Q16NS4","Regulation of biological process"
"Q16PW9","aae-mir-5119-5p"
"Q16PW9","Regulation of biological process"
"Q16PX0","aae-mir-5119-5p"
"Q16PX0","Regulation of biological process"
"Q16UC4","aae-mir-5119-5p"
"Q16UC4","Regulation of biological process"
"Q16UK1","aae-mir-5119-5p"
"Q16UK1","Regulation of biological process"
"Q16VR4","aae-mir-5119-5p"
"Q16VR4","Regulation of biological process"
"Q16WV5","aae-mir-5119-5p"
"Q16WV5","Regulation of biological process"
"Q16XQ1","aae-mir-5119-5p"
"Q16XQ1","Regulation of biological process"
"Q16Y82","aae-mir-5119-5p"
"Q16Y82","Regulation of biological process"
"Q171K9","aae-mir-5119-5p"
"Q171K9","Regulation of biological process"
"Q177S2","aae-mir-5119-5p"
"Q177S2","Regulation of biological process"
