"uniprot_id","enriched_term"
"Q16HG5","Negative regulation of biological process"
"Q16HK0","Negative regulation of biological process"
"Q16I15","Negative regulation of biological process"
"Q16I75","Negative regulation of biological process"
"Q16IN4","Negative regulation of biological process"
"Q16IY0","Negative regulation of biological process"
"Q16KA6","Negative regulation of biological process"
"Q16L21","Negative regulation of biological process"
"Q16L96","Negative regulation of biological process"
"Q16LB3","Negative regulation of biological process"
"Q16M53","Negative regulation of biological process"
"Q16M54","Negative regulation of biological process"
"Q16MG8","Negative regulation of biological process"
"Q16MK6","Negative regulation of biological process"
"Q16MM1","Negative regulation of biological process"
"Q16N83","Negative regulation of biological process"
"Q16NB0","Negative regulation of biological process"
"Q16NS4","Negative regulation of biological process"
"Q16PP6","Negative regulation of biological process"
"Q16R65","Negative regulation of biological process"
"Q16RM1","Negative regulation of biological process"
"Q16S36","Negative regulation of biological process"
"Q16U30","Negative regulation of biological process"
"Q16U41","Negative regulation of biological process"
"Q16UC4","Negative regulation of biological process"
"Q16VZ3","Negative regulation of biological process"
"Q16W03","Negative regulation of biological process"
"Q16WU6","Negative regulation of biological process"
"Q16WV5","Negative regulation of biological process"
"Q16X87","Negative regulation of biological process"
"Q16XT3","Negative regulation of biological process"
"Q16XT5","Negative regulation of biological process"
"Q16YZ8","Negative regulation of biological process"
"Q16YZ9","Negative regulation of biological process"
"Q16Z01","Negative regulation of biological process"
"Q170K8","Negative regulation of biological process"
"Q170V1","Negative regulation of biological process"
"Q171J8","Negative regulation of biological process"
"Q174C4","Negative regulation of biological process"
"Q174S1","Negative regulation of biological process"
"Q175B9","Negative regulation of biological process"
"Q176B9","Negative regulation of biological process"
"Q176R2","Negative regulation of biological process"
"Q177R3","Negative regulation of biological process"
"Q178K1","Negative regulation of biological process"
"Q178N5","Negative regulation of biological process"
"Q179A9","Negative regulation of biological process"
"Q179X5","Negative regulation of biological process"
"Q17BY7","Negative regulation of biological process"
"Q17C29","Negative regulation of biological process"
"Q17C93","Negative regulation of biological process"
"Q17D24","Negative regulation of biological process"
"Q17DB6","Negative regulation of biological process"
"Q17DL2","Negative regulation of biological process"
"Q17E15","Negative regulation of biological process"
"Q17E44","Negative regulation of biological process"
"Q17E80","Negative regulation of biological process"
"Q17EB3","Negative regulation of biological process"
"Q17EP1","Negative regulation of biological process"
"Q17EP7","Negative regulation of biological process"
"Q17FE8","Negative regulation of biological process"
"Q17FE9","Negative regulation of biological process"
"Q17FU6","Negative regulation of biological process"
"Q17FU7","Negative regulation of biological process"
"Q17G69","Negative regulation of biological process"
"Q17I67","Negative regulation of biological process"
"Q17IC7","Negative regulation of biological process"
"Q17IL0","Negative regulation of biological process"
"Q17IM8","Negative regulation of biological process"
"Q17K67","Negative regulation of biological process"
"Q17K68","Negative regulation of biological process"
"Q17L66","Negative regulation of biological process"
"Q17L67","Negative regulation of biological process"
"Q17M41","Negative regulation of biological process"
"Q17MT6","Negative regulation of biological process"
"Q17MX6","Negative regulation of biological process"
"Q17MX7","Negative regulation of biological process"
"Q17NC1","Negative regulation of biological process"
"Q17NG8","Negative regulation of biological process"
"Q17NT7","Negative regulation of biological process"
"Q1HQT7","Negative regulation of biological process"
"Q1HR69","Negative regulation of biological process"
"Q1HRV7","Negative regulation of biological process"
"Q1HRW3","Negative regulation of biological process"
"Q0IE98","Chemosensory behavior"
"Q0IE99","Chemosensory behavior"
"Q16EP6","Chemosensory behavior"
"Q16FK4","Chemosensory behavior"
"Q16IW8","Chemosensory behavior"
"Q16LS6","Chemosensory behavior"
"Q16LU2","Chemosensory behavior"
"Q16P38","Chemosensory behavior"
"Q16QU1","Chemosensory behavior"
"Q16Z01","Chemosensory behavior"
"Q17B43","Chemosensory behavior"
"Q17B44","Chemosensory behavior"
"Q17CG1","Chemosensory behavior"
"Q17D24","Chemosensory behavior"
"Q17F07","Chemosensory behavior"
"Q17F08","Chemosensory behavior"
"Q17MI1","Chemosensory behavior"
"Q17PT9","Chemosensory behavior"
"J9EAF0","Negative regulation of cellular process"
"J9EBD1","Negative regulation of cellular process"
"Q0C7A8","Negative regulation of cellular process"
"Q0C7B1","Negative regulation of cellular process"
"Q0IEV0","Negative regulation of cellular process"
"Q0IFC5","Negative regulation of cellular process"
"Q16EM3","Negative regulation of cellular process"
"Q16HG5","Negative regulation of cellular process"
"Q16HK0","Negative regulation of cellular process"
"Q16I15","Negative regulation of cellular process"
"Q16I75","Negative regulation of cellular process"
"Q16IY0","Negative regulation of cellular process"
"Q16KA6","Negative regulation of cellular process"
"Q16L21","Negative regulation of cellular process"
"Q16L96","Negative regulation of cellular process"
"Q16LB3","Negative regulation of cellular process"
"Q16M53","Negative regulation of cellular process"
"Q16M54","Negative regulation of cellular process"
"Q16MG8","Negative regulation of cellular process"
"Q16MK6","Negative regulation of cellular process"
"Q16MM1","Negative regulation of cellular process"
"Q16N83","Negative regulation of cellular process"
"Q16NB0","Negative regulation of cellular process"
"Q16NS4","Negative regulation of cellular process"
"Q16PP6","Negative regulation of cellular process"
"Q16R65","Negative regulation of cellular process"
"Q16RM1","Negative regulation of cellular process"
"Q16S36","Negative regulation of cellular process"
"Q16U30","Negative regulation of cellular process"
"Q16UC4","Negative regulation of cellular process"
"Q16VZ3","Negative regulation of cellular process"
"Q16W03","Negative regulation of cellular process"
"Q16WV5","Negative regulation of cellular process"
"Q16X87","Negative regulation of cellular process"
"Q16XT3","Negative regulation of cellular process"
"Q16XT5","Negative regulation of cellular process"
"Q16YZ8","Negative regulation of cellular process"
"Q16YZ9","Negative regulation of cellular process"
"Q16Z01","Negative regulation of cellular process"
"Q170K8","Negative regulation of cellular process"
"Q170V1","Negative regulation of cellular process"
"Q171J8","Negative regulation of cellular process"
"Q174C4","Negative regulation of cellular process"
"Q174S1","Negative regulation of cellular process"
"Q175B9","Negative regulation of cellular process"
"Q176B9","Negative regulation of cellular process"
"Q177R3","Negative regulation of cellular process"
"Q178K1","Negative regulation of cellular process"
"Q178N5","Negative regulation of cellular process"
"Q179A9","Negative regulation of cellular process"
"Q17BY7","Negative regulation of cellular process"
"Q17C29","Negative regulation of cellular process"
"Q17C93","Negative regulation of cellular process"
"Q17D24","Negative regulation of cellular process"
"Q17DB6","Negative regulation of cellular process"
"Q17DL2","Negative regulation of cellular process"
"Q17E15","Negative regulation of cellular process"
"Q17E44","Negative regulation of cellular process"
"Q17EB3","Negative regulation of cellular process"
"Q17EP1","Negative regulation of cellular process"
"Q17EP7","Negative regulation of cellular process"
"Q17FE8","Negative regulation of cellular process"
"Q17FE9","Negative regulation of cellular process"
"Q17FU6","Negative regulation of cellular process"
"Q17FU7","Negative regulation of cellular process"
"Q17G69","Negative regulation of cellular process"
"Q17I67","Negative regulation of cellular process"
"Q17IC7","Negative regulation of cellular process"
"Q17IL0","Negative regulation of cellular process"
"Q17IM8","Negative regulation of cellular process"
"Q17L66","Negative regulation of cellular process"
"Q17L67","Negative regulation of cellular process"
"Q17M41","Negative regulation of cellular process"
"Q17MX6","Negative regulation of cellular process"
"Q17MX7","Negative regulation of cellular process"
"Q17NC1","Negative regulation of cellular process"
"Q17NT7","Negative regulation of cellular process"
"Q1HQT7","Negative regulation of cellular process"
"Q1HRW3","Negative regulation of cellular process"
"Q0IE98","Olfactory learning"
"Q0IE99","Olfactory learning"
"Q16FK4","Olfactory learning"
"Q16IW8","Olfactory learning"
"Q16LS6","Olfactory learning"
"Q16LU2","Olfactory learning"
"Q16Z01","Olfactory learning"
"Q17B43","Olfactory learning"
"Q17B44","Olfactory learning"
"Q17CG1","Olfactory learning"
"Q17D24","Olfactory learning"
"Q17F07","Olfactory learning"
"Q17F08","Olfactory learning"
"J9EAN8","Positive regulation of biological process"
"J9HTV7","Positive regulation of biological process"
"Q0C745","Positive regulation of biological process"
"Q0C7B1","Positive regulation of biological process"
"Q0IE98","Positive regulation of biological process"
"Q0IE99","Positive regulation of biological process"
"Q16EE7","Positive regulation of biological process"
"Q16F46","Positive regulation of biological process"
"Q16G14","Positive regulation of biological process"
"Q16HN5","Positive regulation of biological process"
"Q16I15","Positive regulation of biological process"
"Q16LB3","Positive regulation of biological process"
"Q16LK0","Positive regulation of biological process"
"Q16LU2","Positive regulation of biological process"
"Q16M53","Positive regulation of biological process"
"Q16M54","Positive regulation of biological process"
"Q16MG8","Positive regulation of biological process"
"Q16MM1","Positive regulation of biological process"
"Q16N83","Positive regulation of biological process"
"Q16N99","Positive regulation of biological process"
"Q16NC7","Positive regulation of biological process"
"Q16NS4","Positive regulation of biological process"
"Q16PG7","Positive regulation of biological process"
"Q16PP6","Positive regulation of biological process"
"Q16PT5","Positive regulation of biological process"
"Q16PW9","Positive regulation of biological process"
"Q16PX0","Positive regulation of biological process"
"Q16R65","Positive regulation of biological process"
"Q16RU6","Positive regulation of biological process"
"Q16S36","Positive regulation of biological process"
"Q16SB0","Positive regulation of biological process"
"Q16SL7","Positive regulation of biological process"
"Q16UC4","Positive regulation of biological process"
"Q16UD8","Positive regulation of biological process"
"Q16UK1","Positive regulation of biological process"
"Q16VM1","Positive regulation of biological process"
"Q16VZ3","Positive regulation of biological process"
"Q16W03","Positive regulation of biological process"
"Q16WM1","Positive regulation of biological process"
"Q16WU6","Positive regulation of biological process"
"Q16WV5","Positive regulation of biological process"
"Q16XQ1","Positive regulation of biological process"
"Q16XT5","Positive regulation of biological process"
"Q16Y82","Positive regulation of biological process"
"Q16YG5","Positive regulation of biological process"
"Q16YZ8","Positive regulation of biological process"
"Q16YZ9","Positive regulation of biological process"
"Q16Z01","Positive regulation of biological process"
"Q170V1","Positive regulation of biological process"
"Q171J8","Positive regulation of biological process"
"Q172D9","Positive regulation of biological process"
"Q173B0","Positive regulation of biological process"
"Q174K3","Positive regulation of biological process"
"Q174S1","Positive regulation of biological process"
"Q175B9","Positive regulation of biological process"
"Q176B9","Positive regulation of biological process"
"Q177S2","Positive regulation of biological process"
"Q178K1","Positive regulation of biological process"
"Q178N5","Positive regulation of biological process"
"Q179Z3","Positive regulation of biological process"
"Q17BY7","Positive regulation of biological process"
"Q17C29","Positive regulation of biological process"
"Q17C39","Positive regulation of biological process"
"Q17C93","Positive regulation of biological process"
"Q17D24","Positive regulation of biological process"
"Q17DL2","Positive regulation of biological process"
"Q17E44","Positive regulation of biological process"
"Q17EB3","Positive regulation of biological process"
"Q17EP1","Positive regulation of biological process"
"Q17EP7","Positive regulation of biological process"
"Q17ET2","Positive regulation of biological process"
"Q17FE8","Positive regulation of biological process"
"Q17FE9","Positive regulation of biological process"
"Q17G69","Positive regulation of biological process"
"Q17GF2","Positive regulation of biological process"
"Q17GI1","Positive regulation of biological process"
"Q17GP3","Positive regulation of biological process"
"Q17HP2","Positive regulation of biological process"
"Q17HS6","Positive regulation of biological process"
"Q17IA0","Positive regulation of biological process"
"Q17IK5","Positive regulation of biological process"
"Q17IM8","Positive regulation of biological process"
"Q17J33","Positive regulation of biological process"
"Q17JY3","Positive regulation of biological process"
"Q17K20","Positive regulation of biological process"
"Q17K67","Positive regulation of biological process"
"Q17K68","Positive regulation of biological process"
"Q17KU1","Positive regulation of biological process"
"Q17M42","Positive regulation of biological process"
"Q17MT6","Positive regulation of biological process"
"Q17MX1","Positive regulation of biological process"
"Q17MX6","Positive regulation of biological process"
"Q17MX7","Positive regulation of biological process"
"Q17NE5","Positive regulation of biological process"
"Q17NG8","Positive regulation of biological process"
"Q17P09","Positive regulation of biological process"
"Q17PG3","Positive regulation of biological process"
"Q17PT9","Positive regulation of biological process"
"Q1HQT7","Positive regulation of biological process"
"Q1HRW3","Positive regulation of biological process"
"Q0IE98","Associative learning"
"Q0IE99","Associative learning"
"Q16FK4","Associative learning"
"Q16IW8","Associative learning"
"Q16LS6","Associative learning"
"Q16LU2","Associative learning"
"Q16Z01","Associative learning"
"Q17B43","Associative learning"
"Q17B44","Associative learning"
"Q17C29","Associative learning"
"Q17CG1","Associative learning"
"Q17D24","Associative learning"
"Q17F07","Associative learning"
"Q17F08","Associative learning"
"J9EAN8","Axon"
"Q0IFC5","Axon"
"Q16IW8","Axon"
"Q16LS6","Axon"
"Q16M53","Axon"
"Q16M54","Axon"
"Q16N83","Axon"
"Q16PP6","Axon"
"Q16RM1","Axon"
"Q16RU6","Axon"
"Q16WF1","Axon"
"Q16WM1","Axon"
"Q16XQ1","Axon"
"Q16Y82","Axon"
"Q16Z01","Axon"
"Q170K8","Axon"
"Q170V1","Axon"
"Q174K3","Axon"
"Q179N7","Axon"
"Q179X5","Axon"
"Q17B43","Axon"
"Q17B44","Axon"
"Q17C39","Axon"
"Q17CG1","Axon"
"Q17E44","Axon"
"Q17GI1","Axon"
"Q17L66","Axon"
"Q17L67","Axon"
"Q17M42","Axon"
"Q17MX1","Axon"
"J9E9F1","Cellular anatomical entity"
"J9EAF0","Cellular anatomical entity"
"J9EAN8","Cellular anatomical entity"
"J9EBD1","Cellular anatomical entity"
"J9HFE1","Cellular anatomical entity"
"J9HIM6","Cellular anatomical entity"
"J9HTV7","Cellular anatomical entity"
"J9HYQ9","Cellular anatomical entity"
"Q0C745","Cellular anatomical entity"
"Q0C7A8","Cellular anatomical entity"
"Q0C7B1","Cellular anatomical entity"
"Q0IE94","Cellular anatomical entity"
"Q0IE98","Cellular anatomical entity"
"Q0IE99","Cellular anatomical entity"
"Q0IEI4","Cellular anatomical entity"
"Q0IEP7","Cellular anatomical entity"
"Q0IEV0","Cellular anatomical entity"
"Q0IF14","Cellular anatomical entity"
"Q0IFA2","Cellular anatomical entity"
"Q0IFC5","Cellular anatomical entity"
"Q0IG29","Cellular anatomical entity"
"Q0IGF7","Cellular anatomical entity"
"Q16EE7","Cellular anatomical entity"
"Q16EF2","Cellular anatomical entity"
"Q16EM3","Cellular anatomical entity"
"Q16EP6","Cellular anatomical entity"
"Q16F16","Cellular anatomical entity"
"Q16F21","Cellular anatomical entity"
"Q16F46","Cellular anatomical entity"
"Q16FK4","Cellular anatomical entity"
"Q16FV7","Cellular anatomical entity"
"Q16G14","Cellular anatomical entity"
"Q16G51","Cellular anatomical entity"
"Q16G89","Cellular anatomical entity"
"Q16GK5","Cellular anatomical entity"
"Q16GL8","Cellular anatomical entity"
"Q16GV0","Cellular anatomical entity"
"Q16GZ8","Cellular anatomical entity"
"Q16H46","Cellular anatomical entity"
"Q16H74","Cellular anatomical entity"
"Q16H88","Cellular anatomical entity"
"Q16HG5","Cellular anatomical entity"
"Q16HK0","Cellular anatomical entity"
"Q16HZ9","Cellular anatomical entity"
"Q16I15","Cellular anatomical entity"
"Q16I75","Cellular anatomical entity"
"Q16I88","Cellular anatomical entity"
"Q16IF7","Cellular anatomical entity"
"Q16IG3","Cellular anatomical entity"
"Q16II4","Cellular anatomical entity"
"Q16II5","Cellular anatomical entity"
"Q16IN4","Cellular anatomical entity"
"Q16IW8","Cellular anatomical entity"
"Q16IY0","Cellular anatomical entity"
"Q16J72","Cellular anatomical entity"
"Q16JC3","Cellular anatomical entity"
"Q16JN7","Cellular anatomical entity"
"Q16JQ4","Cellular anatomical entity"
"Q16JU1","Cellular anatomical entity"
"Q16KA6","Cellular anatomical entity"
"Q16KH2","Cellular anatomical entity"
"Q16KP5","Cellular anatomical entity"
"Q16KQ8","Cellular anatomical entity"
"Q16KQ9","Cellular anatomical entity"
"Q16KR0","Cellular anatomical entity"
"Q16KR1","Cellular anatomical entity"
"Q16L21","Cellular anatomical entity"
"Q16L96","Cellular anatomical entity"
"Q16LB3","Cellular anatomical entity"
"Q16LG8","Cellular anatomical entity"
"Q16LI4","Cellular anatomical entity"
"Q16LK0","Cellular anatomical entity"
"Q16LK2","Cellular anatomical entity"
"Q16LQ3","Cellular anatomical entity"
"Q16LS6","Cellular anatomical entity"
"Q16LU2","Cellular anatomical entity"
"Q16LX7","Cellular anatomical entity"
"Q16M45","Cellular anatomical entity"
"Q16M53","Cellular anatomical entity"
"Q16M54","Cellular anatomical entity"
"Q16M84","Cellular anatomical entity"
"Q16MG8","Cellular anatomical entity"
"Q16MJ6","Cellular anatomical entity"
"Q16MK4","Cellular anatomical entity"
"Q16MK6","Cellular anatomical entity"
"Q16ML9","Cellular anatomical entity"
"Q16MM0","Cellular anatomical entity"
"Q16MM1","Cellular anatomical entity"
"Q16MX5","Cellular anatomical entity"
"Q16N83","Cellular anatomical entity"
"Q16N85","Cellular anatomical entity"
"Q16N99","Cellular anatomical entity"
"Q16NB0","Cellular anatomical entity"
"Q16NC7","Cellular anatomical entity"
"Q16ND4","Cellular anatomical entity"
"Q16NP6","Cellular anatomical entity"
"Q16NS4","Cellular anatomical entity"
"Q16P14","Cellular anatomical entity"
"Q16P38","Cellular anatomical entity"
"Q16PG7","Cellular anatomical entity"
"Q16PP6","Cellular anatomical entity"
"Q16PT5","Cellular anatomical entity"
"Q16PW9","Cellular anatomical entity"
"Q16PX0","Cellular anatomical entity"
"Q16QH9","Cellular anatomical entity"
"Q16QJ6","Cellular anatomical entity"
"Q16QS7","Cellular anatomical entity"
"Q16QU1","Cellular anatomical entity"
"Q16R23","Cellular anatomical entity"
"Q16R65","Cellular anatomical entity"
"Q16R88","Cellular anatomical entity"
"Q16RC6","Cellular anatomical entity"
"Q16RK1","Cellular anatomical entity"
"Q16RM1","Cellular anatomical entity"
"Q16RN4","Cellular anatomical entity"
"Q16RP7","Cellular anatomical entity"
"Q16RU6","Cellular anatomical entity"
"Q16RY8","Cellular anatomical entity"
"Q16S36","Cellular anatomical entity"
"Q16S94","Cellular anatomical entity"
"Q16S95","Cellular anatomical entity"
"Q16SB0","Cellular anatomical entity"
"Q16SB6","Cellular anatomical entity"
"Q16SI7","Cellular anatomical entity"
"Q16SL7","Cellular anatomical entity"
"Q16T51","Cellular anatomical entity"
"Q16T61","Cellular anatomical entity"
"Q16TM2","Cellular anatomical entity"
"Q16TR7","Cellular anatomical entity"
"Q16TT9","Cellular anatomical entity"
"Q16TV9","Cellular anatomical entity"
"Q16TX6","Cellular anatomical entity"
"Q16U10","Cellular anatomical entity"
"Q16U30","Cellular anatomical entity"
"Q16U41","Cellular anatomical entity"
"Q16U87","Cellular anatomical entity"
"Q16U90","Cellular anatomical entity"
"Q16UC4","Cellular anatomical entity"
"Q16UG5","Cellular anatomical entity"
"Q16UK1","Cellular anatomical entity"
"Q16UK9","Cellular anatomical entity"
"Q16UP5","Cellular anatomical entity"
"Q16UU9","Cellular anatomical entity"
"Q16VA1","Cellular anatomical entity"
"Q16VA2","Cellular anatomical entity"
"Q16VF3","Cellular anatomical entity"
"Q16VM1","Cellular anatomical entity"
"Q16VP6","Cellular anatomical entity"
"Q16VR4","Cellular anatomical entity"
"Q16VS2","Cellular anatomical entity"
"Q16VZ3","Cellular anatomical entity"
"Q16W03","Cellular anatomical entity"
"Q16WA7","Cellular anatomical entity"
"Q16WF1","Cellular anatomical entity"
"Q16WM1","Cellular anatomical entity"
"Q16WU6","Cellular anatomical entity"
"Q16WV5","Cellular anatomical entity"
"Q16X87","Cellular anatomical entity"
"Q16XA3","Cellular anatomical entity"
"Q16XQ1","Cellular anatomical entity"
"Q16XT3","Cellular anatomical entity"
"Q16XT5","Cellular anatomical entity"
"Q16XY9","Cellular anatomical entity"
"Q16Y37","Cellular anatomical entity"
"Q16Y82","Cellular anatomical entity"
"Q16YG3","Cellular anatomical entity"
"Q16YG5","Cellular anatomical entity"
"Q16YG8","Cellular anatomical entity"
"Q16YK1","Cellular anatomical entity"
"Q16YK5","Cellular anatomical entity"
"Q16YM1","Cellular anatomical entity"
"Q16YP6","Cellular anatomical entity"
"Q16YQ3","Cellular anatomical entity"
"Q16YV1","Cellular anatomical entity"
"Q16YZ8","Cellular anatomical entity"
"Q16YZ9","Cellular anatomical entity"
"Q16Z01","Cellular anatomical entity"
"Q16Z71","Cellular anatomical entity"
"Q16ZB6","Cellular anatomical entity"
"Q16ZN0","Cellular anatomical entity"
"Q16ZY1","Cellular anatomical entity"
"Q170B1","Cellular anatomical entity"
"Q170B3","Cellular anatomical entity"
"Q170D7","Cellular anatomical entity"
"Q170K4","Cellular anatomical entity"
"Q170K8","Cellular anatomical entity"
"Q170K9","Cellular anatomical entity"
"Q170V1","Cellular anatomical entity"
"Q171J8","Cellular anatomical entity"
"Q171K9","Cellular anatomical entity"
"Q171N7","Cellular anatomical entity"
"Q171W2","Cellular anatomical entity"
"Q171Z5","Cellular anatomical entity"
"Q172A6","Cellular anatomical entity"
"Q172D9","Cellular anatomical entity"
"Q172J0","Cellular anatomical entity"
"Q172J7","Cellular anatomical entity"
"Q172K9","Cellular anatomical entity"
"Q172L3","Cellular anatomical entity"
"Q173B0","Cellular anatomical entity"
"Q173C1","Cellular anatomical entity"
"Q173D8","Cellular anatomical entity"
"Q173U8","Cellular anatomical entity"
"Q174C4","Cellular anatomical entity"
"Q174F7","Cellular anatomical entity"
"Q174H3","Cellular anatomical entity"
"Q174K3","Cellular anatomical entity"
"Q174R8","Cellular anatomical entity"
"Q174R9","Cellular anatomical entity"
"Q174S1","Cellular anatomical entity"
"Q174W8","Cellular anatomical entity"
"Q175B9","Cellular anatomical entity"
"Q175K5","Cellular anatomical entity"
"Q175M5","Cellular anatomical entity"
"Q175T8","Cellular anatomical entity"
"Q175T9","Cellular anatomical entity"
"Q176B9","Cellular anatomical entity"
"Q176R2","Cellular anatomical entity"
"Q176T7","Cellular anatomical entity"
"Q176W7","Cellular anatomical entity"
"Q176Y4","Cellular anatomical entity"
"Q177A9","Cellular anatomical entity"
"Q177H3","Cellular anatomical entity"
"Q177H4","Cellular anatomical entity"
"Q177R3","Cellular anatomical entity"
"Q177S2","Cellular anatomical entity"
"Q178E9","Cellular anatomical entity"
"Q178K1","Cellular anatomical entity"
"Q178N5","Cellular anatomical entity"
"Q178U8","Cellular anatomical entity"
"Q178X8","Cellular anatomical entity"
"Q179A9","Cellular anatomical entity"
"Q179E9","Cellular anatomical entity"
"Q179N7","Cellular anatomical entity"
"Q179X5","Cellular anatomical entity"
"Q179Z3","Cellular anatomical entity"
"Q17A00","Cellular anatomical entity"
"Q17AC7","Cellular anatomical entity"
"Q17AG5","Cellular anatomical entity"
"Q17AJ3","Cellular anatomical entity"
"Q17AX2","Cellular anatomical entity"
"Q17AZ6","Cellular anatomical entity"
"Q17B43","Cellular anatomical entity"
"Q17B44","Cellular anatomical entity"
"Q17B63","Cellular anatomical entity"
"Q17BE2","Cellular anatomical entity"
"Q17BK4","Cellular anatomical entity"
"Q17BN5","Cellular anatomical entity"
"Q17BY7","Cellular anatomical entity"
"Q17C29","Cellular anatomical entity"
"Q17C39","Cellular anatomical entity"
"Q17C93","Cellular anatomical entity"
"Q17CG1","Cellular anatomical entity"
"Q17CM5","Cellular anatomical entity"
"Q17CP3","Cellular anatomical entity"
"Q17CP4","Cellular anatomical entity"
"Q17CP5","Cellular anatomical entity"
"Q17D24","Cellular anatomical entity"
"Q17DB6","Cellular anatomical entity"
"Q17DL2","Cellular anatomical entity"
"Q17DM5","Cellular anatomical entity"
"Q17DX6","Cellular anatomical entity"
"Q17E15","Cellular anatomical entity"
"Q17E44","Cellular anatomical entity"
"Q17E80","Cellular anatomical entity"
"Q17EB2","Cellular anatomical entity"
"Q17EB3","Cellular anatomical entity"
"Q17EP1","Cellular anatomical entity"
"Q17EP7","Cellular anatomical entity"
"Q17ET2","Cellular anatomical entity"
"Q17EZ8","Cellular anatomical entity"
"Q17F07","Cellular anatomical entity"
"Q17F08","Cellular anatomical entity"
"Q17F44","Cellular anatomical entity"
"Q17F71","Cellular anatomical entity"
"Q17FE8","Cellular anatomical entity"
"Q17FE9","Cellular anatomical entity"
"Q17FR0","Cellular anatomical entity"
"Q17FU6","Cellular anatomical entity"
"Q17FU7","Cellular anatomical entity"
"Q17FX3","Cellular anatomical entity"
"Q17FY6","Cellular anatomical entity"
"Q17G52","Cellular anatomical entity"
"Q17G54","Cellular anatomical entity"
"Q17G59","Cellular anatomical entity"
"Q17G69","Cellular anatomical entity"
"Q17G70","Cellular anatomical entity"
"Q17GF2","Cellular anatomical entity"
"Q17GH6","Cellular anatomical entity"
"Q17GI1","Cellular anatomical entity"
"Q17GJ0","Cellular anatomical entity"
"Q17GK3","Cellular anatomical entity"
"Q17GP3","Cellular anatomical entity"
"Q17GP4","Cellular anatomical entity"
"Q17GS0","Cellular anatomical entity"
"Q17GS2","Cellular anatomical entity"
"Q17GX9","Cellular anatomical entity"
"Q17H51","Cellular anatomical entity"
"Q17H75","Cellular anatomical entity"
"Q17HA9","Cellular anatomical entity"
"Q17HP2","Cellular anatomical entity"
"Q17HS6","Cellular anatomical entity"
"Q17I67","Cellular anatomical entity"
"Q17IA0","Cellular anatomical entity"
"Q17IC7","Cellular anatomical entity"
"Q17IK5","Cellular anatomical entity"
"Q17IM8","Cellular anatomical entity"
"Q17IU2","Cellular anatomical entity"
"Q17J05","Cellular anatomical entity"
"Q17J06","Cellular anatomical entity"
"Q17J24","Cellular anatomical entity"
"Q17J25","Cellular anatomical entity"
"Q17J26","Cellular anatomical entity"
"Q17J27","Cellular anatomical entity"
"Q17J33","Cellular anatomical entity"
"Q17JY3","Cellular anatomical entity"
"Q17K23","Cellular anatomical entity"
"Q17K38","Cellular anatomical entity"
"Q17K58","Cellular anatomical entity"
"Q17K67","Cellular anatomical entity"
"Q17K68","Cellular anatomical entity"
"Q17K92","Cellular anatomical entity"
"Q17K93","Cellular anatomical entity"
"Q17K95","Cellular anatomical entity"
"Q17KG8","Cellular anatomical entity"
"Q17KU1","Cellular anatomical entity"
"Q17L13","Cellular anatomical entity"
"Q17L66","Cellular anatomical entity"
"Q17L67","Cellular anatomical entity"
"Q17LA6","Cellular anatomical entity"
"Q17LI9","Cellular anatomical entity"
"Q17LP8","Cellular anatomical entity"
"Q17LV1","Cellular anatomical entity"
"Q17M41","Cellular anatomical entity"
"Q17M42","Cellular anatomical entity"
"Q17MG5","Cellular anatomical entity"
"Q17MI1","Cellular anatomical entity"
"Q17MM5","Cellular anatomical entity"
"Q17MT6","Cellular anatomical entity"
"Q17MX1","Cellular anatomical entity"
"Q17MX6","Cellular anatomical entity"
"Q17MX7","Cellular anatomical entity"
"Q17N01","Cellular anatomical entity"
"Q17N19","Cellular anatomical entity"
"Q17N40","Cellular anatomical entity"
"Q17NC1","Cellular anatomical entity"
"Q17NC4","Cellular anatomical entity"
"Q17NE5","Cellular anatomical entity"
"Q17NG1","Cellular anatomical entity"
"Q17NG8","Cellular anatomical entity"
"Q17NJ1","Cellular anatomical entity"
"Q17NM9","Cellular anatomical entity"
"Q17NP6","Cellular anatomical entity"
"Q17NT7","Cellular anatomical entity"
"Q17NY9","Cellular anatomical entity"
"Q17P09","Cellular anatomical entity"
"Q17PA7","Cellular anatomical entity"
"Q17PG3","Cellular anatomical entity"
"Q17PI9","Cellular anatomical entity"
"Q17PN7","Cellular anatomical entity"
"Q17PT9","Cellular anatomical entity"
"Q17PU2","Cellular anatomical entity"
"Q1DGK7","Cellular anatomical entity"
"Q1HQG4","Cellular anatomical entity"
"Q1HQT7","Cellular anatomical entity"
"Q1HR69","Cellular anatomical entity"
"Q1HR99","Cellular anatomical entity"
"Q1HRI9","Cellular anatomical entity"
"Q1HRN7","Cellular anatomical entity"
"Q1HRV7","Cellular anatomical entity"
"Q1HRW3","Cellular anatomical entity"
"Q6QNY2","Cellular anatomical entity"
"J9EAN8","Neuron projection"
"Q0IFC5","Neuron projection"
"Q16FV7","Neuron projection"
"Q16IW8","Neuron projection"
"Q16JU1","Neuron projection"
"Q16KP5","Neuron projection"
"Q16LS6","Neuron projection"
"Q16M53","Neuron projection"
"Q16M54","Neuron projection"
"Q16N83","Neuron projection"
"Q16NP6","Neuron projection"
"Q16NS4","Neuron projection"
"Q16PP6","Neuron projection"
"Q16RM1","Neuron projection"
"Q16RU6","Neuron projection"
"Q16TV9","Neuron projection"
